"","species","province","X","garden","variant","latitude","longitude","country","IUCNRedList","ECO_CODE","ECO_NAME","geometry","Group","crop"
"159","Acer saccharinum","Ontario",389,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"160","Acer saccharinum","Ontario",390,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"161","Acer saccharinum","Ontario",391,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"162","Acer saccharinum","Ontario",396,"University of Guelph Arboretum","",43.284197,-80.462618,"Canada",NA,"NA0404","Great Lakes",c(-80.462618, 43.284197),"Trees","Maple"
"163","Acer saccharinum","Ontario",398,"University of Guelph Arboretum","",43.284197,-80.462618,"Canada",NA,"NA0404","Great Lakes",c(-80.462618, 43.284197),"Trees","Maple"
"164","Acer saccharinum","Ontario",401,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"165","Acer saccharinum","Ontario",408,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"166","Acer saccharinum","Ontario",409,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"167","Acer saccharinum","Ontario",411,"University of Guelph Arboretum","",43.284197,-80.462618,"Canada",NA,"NA0404","Great Lakes",c(-80.462618, 43.284197),"Trees","Maple"
"168","Acer saccharinum","Ontario",412,"University of Guelph Arboretum","",43.36207605,-80.12006058,"Canada",NA,"NA0404","Great Lakes",c(-80.12006058, 43.36207605),"Trees","Maple"
"169","Acer saccharinum","Ontario",417,"University of Guelph Arboretum","",43.284197,-80.462618,"Canada",NA,"NA0404","Great Lakes",c(-80.462618, 43.284197),"Trees","Maple"
"170","Acer saccharinum","Quebec",73,"Montreal Botanical Garden","",NA,NA,"Canada",NA,NA,NA,c(NA, NA),"Trees","Maple"
"171","Acer saccharinum","Manitoba",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Maple"
"172","Acer saccharum","Quebec",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA),"Trees","Maple"
"173","Acer saccharum","Ontario",81,"UBC"," saccharum",42.62979,-81.775929,"Canada","","NA0404","Great Lakes",c(-81.775929, 42.62979),"Trees","Maple"
"174","Acer saccharum","Ontario",82,"UBC"," nigrum",43.58103,-80.517744,"Canada","","NA0404","Great Lakes",c(-80.517744, 43.58103),"Trees","Maple"
"175","Acer saccharum","Ontario",84,"UBC"," saccharum",42.62979,-81.775929,"Canada","","NA0404","Great Lakes",c(-81.775929, 42.62979),"Trees","Maple"
"176","Acer saccharum","Ontario",85,"UBC"," nigrum",43.58103,-80.517744,"Canada","","NA0404","Great Lakes",c(-80.517744, 43.58103),"Trees","Maple"
"177","Acer saccharum","Ontario",87,"UBC"," saccharum",43.83634,-80.87771,"Canada","","NA0404","Great Lakes",c(-80.87771, 43.83634),"Trees","Maple"
"178","Acer saccharum","Ontario",88,"UBC"," nigrum",43.159628,-81.801485,"Canada","","NA0404","Great Lakes",c(-81.801485, 43.159628),"Trees","Maple"
"179","Acer saccharum","Ontario",89,"UBC"," nigrum",43.58103,-80.517744,"Canada","","NA0404","Great Lakes",c(-80.517744, 43.58103),"Trees","Maple"
"180","Acer saccharum","Ontario",90,"UBC"," saccharum",42.62979,-81.775929,"Canada","","NA0404","Great Lakes",c(-81.775929, 42.62979),"Trees","Maple"
"181","Acer saccharum","Ontario",92,"UBC"," nigrum",43.159628,-81.801485,"Canada","","NA0404","Great Lakes",c(-81.801485, 43.159628),"Trees","Maple"
"182","Acer saccharum","Ontario",93,"UBC"," nigrum",43.58103,-80.517744,"Canada","","NA0404","Great Lakes",c(-80.517744, 43.58103),"Trees","Maple"
"183","Acer saccharum","Ontario",94,"UBC"," saccharum",42.62979,-81.775929,"Canada","","NA0404","Great Lakes",c(-81.775929, 42.62979),"Trees","Maple"
"184","Acer saccharum","Ontario",95,"UBC"," nigrum",43.159628,-81.801485,"Canada","","NA0404","Great Lakes",c(-81.801485, 43.159628),"Trees","Maple"
"185","Acer saccharum","Ontario",97,"UBC"," nigrum",43.159628,-81.801485,"Canada","","NA0404","Great Lakes",c(-81.801485, 43.159628),"Trees","Maple"
"186","Acer saccharum","Ontario",99,"UBC"," saccharum",42.62979,-81.775929,"Canada","","NA0404","Great Lakes",c(-81.775929, 42.62979),"Trees","Maple"
"187","Acer saccharum","Ontario",100,"UBC"," saccharum",43.658064,-80.512013,"Canada","","NA0404","Great Lakes",c(-80.512013, 43.658064),"Trees","Maple"
"188","Acer saccharum","Ontario",418,"University of Guelph Arboretum"," saccharum",43.0138196,-82.06515595,"Canada",NA,"NA0404","Great Lakes",c(-82.06515595, 43.0138196),"Trees","Maple"
"189","Acer saccharum","Ontario",419,"University of Guelph Arboretum"," saccharum",43.0138196,-82.06515595,"Canada",NA,"NA0404","Great Lakes",c(-82.06515595, 43.0138196),"Trees","Maple"
"190","Acer saccharum","Ontario",420,"University of Guelph Arboretum"," saccharum",42.02999308,-82.81444432,"Canada",NA,"NA0404","Great Lakes",c(-82.81444432, 42.02999308),"Trees","Maple"
"191","Acer saccharum","Ontario",421,"University of Guelph Arboretum"," saccharum",44.21600104,-80.16878178,"Canada",NA,"NA0404","Great Lakes",c(-80.16878178, 44.21600104),"Trees","Maple"
"192","Acer saccharum","Ontario",422,"University of Guelph Arboretum"," saccharum",43.0138196,-82.06515595,"Canada",NA,"NA0404","Great Lakes",c(-82.06515595, 43.0138196),"Trees","Maple"
"193","Acer saccharum","Ontario",423,"University of Guelph Arboretum"," saccharum",43.13947092,-79.71870861,"Canada",NA,"NA0404","Great Lakes",c(-79.71870861, 43.13947092),"Trees","Maple"
"194","Acer saccharum","Ontario",425,"University of Guelph Arboretum"," saccharum",42.86945737,-80.58986662,"Canada",NA,"NA0404","Great Lakes",c(-80.58986662, 42.86945737),"Trees","Maple"
"195","Acer saccharum","Ontario",426,"University of Guelph Arboretum"," saccharum",43.0138196,-82.06515595,"Canada",NA,"NA0404","Great Lakes",c(-82.06515595, 43.0138196),"Trees","Maple"
"196","Acer saccharum","Ontario",427,"University of Guelph Arboretum"," saccharum",42.86945737,-80.58986662,"Canada",NA,"NA0404","Great Lakes",c(-80.58986662, 42.86945737),"Trees","Maple"
"197","Acer saccharum","Ontario",428,"University of Guelph Arboretum"," saccharum",43.83340261,-80.17535494,"Canada",NA,"NA0404","Great Lakes",c(-80.17535494, 43.83340261),"Trees","Maple"
"198","Acer saccharum","Ontario",429,"University of Guelph Arboretum"," saccharum",43.0138196,-82.06515595,"Canada",NA,"NA0404","Great Lakes",c(-82.06515595, 43.0138196),"Trees","Maple"
"199","Acer saccharum","Ontario",431,"University of Guelph Arboretum"," saccharum",42.87028365,-82.19245765,"Canada",NA,"NA0404","Great Lakes",c(-82.19245765, 42.87028365),"Trees","Maple"
"200","Acer saccharum","Ontario",432,"University of Guelph Arboretum"," saccharum",44.17394649,-81.12009081,"Canada",NA,"NA0404","Great Lakes",c(-81.12009081, 44.17394649),"Trees","Maple"
"201","Acer saccharum","Ontario",433,"University of Guelph Arboretum"," saccharum",43.83340261,-80.17535494,"Canada",NA,"NA0404","Great Lakes",c(-80.17535494, 43.83340261),"Trees","Maple"
"202","Acer saccharum","Ontario",434,"University of Guelph Arboretum"," saccharum",43.83340261,-80.17535494,"Canada",NA,"NA0404","Great Lakes",c(-80.17535494, 43.83340261),"Trees","Maple"
"203","Acer saccharum","Ontario",435,"University of Guelph Arboretum"," saccharum",44.28278959,-76.70692454,"Canada",NA,"NA0404","Great Lakes",c(-76.70692454, 44.28278959),"Trees","Maple"
"204","Acer saccharum","Ontario",436,"University of Guelph Arboretum"," saccharum",43.83340261,-80.17535494,"Canada",NA,"NA0404","Great Lakes",c(-80.17535494, 43.83340261),"Trees","Maple"
"205","Acer saccharum","Ontario",439,"University of Guelph Arboretum"," saccharum",42.86945737,-80.58986662,"Canada",NA,"NA0404","Great Lakes",c(-80.58986662, 42.86945737),"Trees","Maple"
"206","Acer saccharum","Ontario",441,"University of Guelph Arboretum"," saccharum",44.60918185,-79.32638952,"Canada",NA,"NA0404","Great Lakes",c(-79.32638952, 44.60918185),"Trees","Maple"
"207","Acer saccharum","Ontario",442,"University of Guelph Arboretum"," saccharum",42.87028365,-82.19245765,"Canada",NA,"NA0404","Great Lakes",c(-82.19245765, 42.87028365),"Trees","Maple"
"208","Acer saccharum","Ontario",443,"University of Guelph Arboretum"," saccharum",45.06596162,-77.53160573,"Canada",NA,"NA0604","Boreal Shield",c(-77.53160573, 45.06596162),"Trees","Maple"
"209","Acer saccharum","Ontario",445,"University of Guelph Arboretum"," saccharum",44.28278959,-76.70692454,"Canada",NA,"NA0404","Great Lakes",c(-76.70692454, 44.28278959),"Trees","Maple"
"210","Acer saccharum","Ontario",446,"University of Guelph Arboretum"," saccharum",44.60918185,-79.32638952,"Canada",NA,"NA0404","Great Lakes",c(-79.32638952, 44.60918185),"Trees","Maple"
"211","Acer saccharum","Ontario",447,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"212","Acer saccharum","Ontario",448,"University of Guelph Arboretum"," saccharum",42.87028365,-82.19245765,"Canada",NA,"NA0404","Great Lakes",c(-82.19245765, 42.87028365),"Trees","Maple"
"213","Acer saccharum","Ontario",449,"University of Guelph Arboretum"," saccharum",44.45391656,-81.14077365,"Canada",NA,"NA0404","Great Lakes",c(-81.14077365, 44.45391656),"Trees","Maple"
"214","Acer saccharum","Ontario",450,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"215","Acer saccharum","Ontario",451,"University of Guelph Arboretum"," saccharum",43.85584856,-79.00419629,"Canada",NA,"NA0404","Great Lakes",c(-79.00419629, 43.85584856),"Trees","Maple"
"216","Acer saccharum","Ontario",453,"University of Guelph Arboretum"," saccharum",42.91536672,-79.57634247,"Canada",NA,"NA0404","Great Lakes",c(-79.57634247, 42.91536672),"Trees","Maple"
"217","Acer saccharum","Ontario",456,"University of Guelph Arboretum"," saccharum",44.17394649,-81.12009081,"Canada",NA,"NA0404","Great Lakes",c(-81.12009081, 44.17394649),"Trees","Maple"
"218","Acer saccharum","Ontario",457,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"219","Acer saccharum","Ontario",458,"University of Guelph Arboretum"," saccharum",44.18514338,-79.32592448,"Canada",NA,"NA0404","Great Lakes",c(-79.32592448, 44.18514338),"Trees","Maple"
"220","Acer saccharum","Ontario",459,"University of Guelph Arboretum"," saccharum",44.17394649,-81.12009081,"Canada",NA,"NA0404","Great Lakes",c(-81.12009081, 44.17394649),"Trees","Maple"
"221","Acer saccharum","Ontario",463,"University of Guelph Arboretum"," saccharum",43.3751696,-81.21231763,"Canada",NA,"NA0404","Great Lakes",c(-81.21231763, 43.3751696),"Trees","Maple"
"222","Acer saccharum","Ontario",464,"University of Guelph Arboretum"," saccharum",43.13947092,-79.71870861,"Canada",NA,"NA0404","Great Lakes",c(-79.71870861, 43.13947092),"Trees","Maple"
"223","Acer saccharum","Ontario",465,"University of Guelph Arboretum"," saccharum",43.13947092,-79.71870861,"Canada",NA,"NA0404","Great Lakes",c(-79.71870861, 43.13947092),"Trees","Maple"
"224","Acer saccharum","Ontario",466,"University of Guelph Arboretum"," saccharum",43.13947092,-79.71870861,"Canada",NA,"NA0404","Great Lakes",c(-79.71870861, 43.13947092),"Trees","Maple"
"225","Acer saccharum","Ontario",470,"University of Guelph Arboretum"," saccharum",43.86983764,-79.81393034,"Canada",NA,"NA0404","Great Lakes",c(-79.81393034, 43.86983764),"Trees","Maple"
"226","Acer saccharum","Ontario",471,"University of Guelph Arboretum"," saccharum",43.85584856,-79.00419629,"Canada",NA,"NA0404","Great Lakes",c(-79.00419629, 43.85584856),"Trees","Maple"
"227","Acer saccharum","Ontario",472,"University of Guelph Arboretum"," saccharum",42.87028365,-82.19245765,"Canada",NA,"NA0404","Great Lakes",c(-82.19245765, 42.87028365),"Trees","Maple"
"228","Acer saccharum","Ontario",473,"University of Guelph Arboretum"," saccharum",43.02348612,-82.26537588,"Canada",NA,"NA0404","Great Lakes",c(-82.26537588, 43.02348612),"Trees","Maple"
"229","Acer saccharum","Ontario",475,"University of Guelph Arboretum"," saccharum",44.45391656,-81.14077365,"Canada",NA,"NA0404","Great Lakes",c(-81.14077365, 44.45391656),"Trees","Maple"
"230","Acer saccharum","Ontario",480,"University of Guelph Arboretum"," saccharum",43.38894772,-79.89619595,"Canada",NA,"NA0404","Great Lakes",c(-79.89619595, 43.38894772),"Trees","Maple"
"231","Acer saccharum","Ontario",481,"University of Guelph Arboretum"," saccharum",43.38894772,-79.89619595,"Canada",NA,"NA0404","Great Lakes",c(-79.89619595, 43.38894772),"Trees","Maple"
"232","Acer saccharum","Ontario",482,"University of Guelph Arboretum"," saccharum",44.18514338,-79.32592448,"Canada",NA,"NA0404","Great Lakes",c(-79.32592448, 44.18514338),"Trees","Maple"
"233","Acer saccharum","Ontario",486,"University of Guelph Arboretum"," saccharum",43.85584856,-79.00419629,"Canada",NA,"NA0404","Great Lakes",c(-79.00419629, 43.85584856),"Trees","Maple"
"234","Acer saccharum","Ontario",489,"University of Guelph Arboretum"," saccharum",43.35032523,-80.59157885,"Canada",NA,"NA0404","Great Lakes",c(-80.59157885, 43.35032523),"Trees","Maple"
"235","Acer saccharum","Ontario",490,"University of Guelph Arboretum"," saccharum",42.91536672,-79.57634247,"Canada",NA,"NA0404","Great Lakes",c(-79.57634247, 42.91536672),"Trees","Maple"
"236","Acer saccharum","Ontario",491,"University of Guelph Arboretum"," saccharum",42.91536672,-79.57634247,"Canada",NA,"NA0404","Great Lakes",c(-79.57634247, 42.91536672),"Trees","Maple"
"237","Acer saccharum","Ontario",492,"University of Guelph Arboretum"," saccharum",42.91536672,-79.57634247,"Canada",NA,"NA0404","Great Lakes",c(-79.57634247, 42.91536672),"Trees","Maple"
"238","Acer saccharum","Ontario",496,"University of Guelph Arboretum"," saccharum",44.17394649,-81.12009081,"Canada",NA,"NA0404","Great Lakes",c(-81.12009081, 44.17394649),"Trees","Maple"
"239","Acer saccharum","Ontario",497,"University of Guelph Arboretum"," saccharum",44.17394649,-81.12009081,"Canada",NA,"NA0404","Great Lakes",c(-81.12009081, 44.17394649),"Trees","Maple"
"240","Acer saccharum","Ontario",500,"University of Guelph Arboretum"," saccharum",44.57909456,-78.55764361,"Canada",NA,"NA0404","Great Lakes",c(-78.55764361, 44.57909456),"Trees","Maple"
"241","Acer saccharum","Ontario",501,"University of Guelph Arboretum"," saccharum",44.63733245,-78.76324048,"Canada",NA,"NA0404","Great Lakes",c(-78.76324048, 44.63733245),"Trees","Maple"
"242","Acer saccharum","Ontario",502,"University of Guelph Arboretum"," saccharum",44.63733245,-78.76324048,"Canada",NA,"NA0404","Great Lakes",c(-78.76324048, 44.63733245),"Trees","Maple"
"243","Acer saccharum","Ontario",503,"University of Guelph Arboretum"," saccharum",44.63733245,-78.76324048,"Canada",NA,"NA0404","Great Lakes",c(-78.76324048, 44.63733245),"Trees","Maple"
"244","Acer saccharum","Ontario",504,"University of Guelph Arboretum"," saccharum",43.3751696,-81.21231763,"Canada",NA,"NA0404","Great Lakes",c(-81.21231763, 43.3751696),"Trees","Maple"
"245","Acer saccharum","Ontario",514,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"246","Acer saccharum","Ontario",515,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"247","Acer saccharum","Ontario",516,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"248","Acer saccharum","Ontario",517,"University of Guelph Arboretum"," saccharum",44.00513146,-78.04372271,"Canada",NA,"NA0404","Great Lakes",c(-78.04372271, 44.00513146),"Trees","Maple"
"249","Acer saccharum","Ontario",518,"University of Guelph Arboretum"," saccharum",44.14403078,-78.76570573,"Canada",NA,"NA0404","Great Lakes",c(-78.76570573, 44.14403078),"Trees","Maple"
"250","Acer saccharum","Ontario",519,"University of Guelph Arboretum"," saccharum",44.14403078,-78.76570573,"Canada",NA,"NA0404","Great Lakes",c(-78.76570573, 44.14403078),"Trees","Maple"
"251","Acer saccharum","Ontario",520,"University of Guelph Arboretum"," saccharum",44.14403078,-78.76570573,"Canada",NA,"NA0404","Great Lakes",c(-78.76570573, 44.14403078),"Trees","Maple"
"252","Acer saccharum","Ontario",521,"University of Guelph Arboretum"," saccharum",44.14403078,-78.76570573,"Canada",NA,"NA0404","Great Lakes",c(-78.76570573, 44.14403078),"Trees","Maple"
"253","Acer saccharum","Ontario",522,"University of Guelph Arboretum"," saccharum",43.38894772,-79.89619595,"Canada",NA,"NA0404","Great Lakes",c(-79.89619595, 43.38894772),"Trees","Maple"
"254","Acer saccharum","Ontario",523,"University of Guelph Arboretum"," saccharum",43.38894772,-79.89619595,"Canada",NA,"NA0404","Great Lakes",c(-79.89619595, 43.38894772),"Trees","Maple"
"255","Acer saccharum","Ontario",524,"University of Guelph Arboretum"," saccharum",43.86983764,-79.81393034,"Canada",NA,"NA0404","Great Lakes",c(-79.81393034, 43.86983764),"Trees","Maple"
"256","Acer saccharum","Ontario",525,"University of Guelph Arboretum"," saccharum",43.86983764,-79.81393034,"Canada",NA,"NA0404","Great Lakes",c(-79.81393034, 43.86983764),"Trees","Maple"
"257","Acer saccharum","Ontario",527,"University of Guelph Arboretum"," saccharum",44.18514338,-79.32592448,"Canada",NA,"NA0404","Great Lakes",c(-79.32592448, 44.18514338),"Trees","Maple"
"258","Acer saccharum","Ontario",528,"University of Guelph Arboretum"," saccharum",44.46224844,-79.73034487,"Canada",NA,"NA0404","Great Lakes",c(-79.73034487, 44.46224844),"Trees","Maple"
"259","Acer saccharum","Ontario",529,"University of Guelph Arboretum"," saccharum",44.46224844,-79.73034487,"Canada",NA,"NA0404","Great Lakes",c(-79.73034487, 44.46224844),"Trees","Maple"
"260","Acer saccharum","Ontario",530,"University of Guelph Arboretum"," saccharum",43.35032523,-80.59157885,"Canada",NA,"NA0404","Great Lakes",c(-80.59157885, 43.35032523),"Trees","Maple"
"261","Acer saccharum","Ontario",531,"University of Guelph Arboretum"," saccharum",43.35032523,-80.59157885,"Canada",NA,"NA0404","Great Lakes",c(-80.59157885, 43.35032523),"Trees","Maple"
"262","Acer saccharum","Ontario",533,"University of Guelph Arboretum"," saccharum",44.27095351,-78.12313734,"Canada",NA,"NA0404","Great Lakes",c(-78.12313734, 44.27095351),"Trees","Maple"
"263","Acer saccharum","Ontario",534,"University of Guelph Arboretum"," saccharum",44.27095351,-78.12313734,"Canada",NA,"NA0404","Great Lakes",c(-78.12313734, 44.27095351),"Trees","Maple"
"264","Acer saccharum","Ontario",535,"University of Guelph Arboretum"," saccharum",44.27095351,-78.12313734,"Canada",NA,"NA0404","Great Lakes",c(-78.12313734, 44.27095351),"Trees","Maple"
"265","Acer saccharum","Ontario",539,"University of Guelph Arboretum"," saccharum",44.57909456,-78.55764361,"Canada",NA,"NA0404","Great Lakes",c(-78.55764361, 44.57909456),"Trees","Maple"
"266","Acer saccharum","Ontario",540,"University of Guelph Arboretum"," saccharum",43.07290608,-79.30861816,"Canada",NA,"NA0404","Great Lakes",c(-79.30861816, 43.07290608),"Trees","Maple"
"267","Acer saccharum","Ontario",541,"University of Guelph Arboretum"," saccharum",42.92634525,-79.20480249,"Canada",NA,"NA0404","Great Lakes",c(-79.20480249, 42.92634525),"Trees","Maple"
"268","Acer saccharum","Ontario",542,"University of Guelph Arboretum"," saccharum",42.92634525,-79.20480249,"Canada",NA,"NA0404","Great Lakes",c(-79.20480249, 42.92634525),"Trees","Maple"
