Taxon,Included in summary metrics,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop common name,Total Records,Records with latitude,Records with longitude,Records with coordinates,Total G records,Total G records with coordinates,Total H Records,Total H with coordinates,Total occurrences in target native area,Total G occurrences in target native area,Total H occurrences in target native area,AUC,AUCtest,nAUC,cAUC,sensi_train,speci_train,threshold_train,maxTSS_train,minROCdist_train,threshold_test,sensi_test,speci_test,matthewscor_test,LR_pos_test,LR_neg_test,kappa_index_test,SDAUC,ASD15,Valid model,Map used in summary figures,SRSex,GRSex,ERSex,FCSex,FCSex priority category,Total occurrences in modeled area,Total occurrences in modeled area in protected areas,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCS minimum,FCS maximum,FCSc mean,FCS min priority category,FCC max priority category,FCSc mean priority category,EOO area km2,EOO status,AOO,AOO adjusted minimum,AOO status,Combined threat assessment status,NatureServe taxon aligned,NatureServe Determination Tax note,NatureServe ID,NatureServe G RANK,NatureServe ROUNDED G RANK,NatureServe GRANK REV YR,NatureServe GRANK AGE,NatureServe G RANK CHANGE DATE,NatureServe G RANK REVIEW DATE,USESA STATUS,NatureServe G RANK REASONS,NatureServe G CALCULATED RANK,NatureServe US STATES AND S RANKS,NatureServe CANADIAN PROVINCES AND S RANKS,Red List scientificName,Red List Destermination Tax note,Red List assessment Id,Red List internal Taxon Id,Red List Category,Red List Criteria,Red List year published,Red List assessment date,Red List criteria version,Red List rationale,Red List habitat,Red List threats,Red List population,Red List population trend,Red List range,Red List use trade,Red List systems,Red List conservation actions,Red List realm,Red List year last seen,Red List possibly extinct,Red List possibly extinct in the wild,Red List scopes,Total occurrences in modeled area PADUS,Total occurrences in modeled area in protected areas PADUS,SRSin PADUS,GRSin PADUS,ERSin PADUS,FCSin PADUS,FCSin priority category PADUS
Cucurbita okeechobeensis subsp. okeechobeensis,Y,1A,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",112,10,10,10,14,9,98,1,10,9,1,0.997442926,0.990740741,0.987085602,0.503655139,1,0.993,0.542333333,0.993,0.007,0.542333333,0.833333333,0.985621801,0.632785455,,0.166666667,0.571067262,0.002479785,34.49834585,N,Y,14.28571429,52.1509843,100,55.47889953,MP,7,0,0,13.59652279,100,37.8655076,HP,55.47889953,37.8655076,37.8655076,55.47889953,46.67220356,HP,MP,HP,282.7321972,Endangered (EN),24,20,Endangered (EN),Endangered (EN),I think that our C. okeechobeensis actually matches the ssp.,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,85.71428571,49.36982301,100,78.36136958,LP
Cucurbita palmata,Y,1B,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",1295,811,811,811,46,32,1249,779,810,32,778,0.956199688,0.948775516,0.971720474,0.477055042,0.8963,0.8882,0.3021,0.7845,0.1528776,0.3021,0.88006726,0.885776838,0.584392125,7.821242527,0.135436307,0.544905037,0.001303129,0,Y,Y,3.682946357,43.00323436,66.66666667,37.78428246,HP,558,233,41.7562724,29.39669229,77.77777778,49.64358082,HP,37.78428246,49.64358082,37.78428246,49.64358082,43.71393164,HP,HP,HP,565162.7128,Least Concern (LC),1368,1344,Vulnerable (VU),Vulnerable (VU),Cucurbita palmata,accepted,160806,G4G5,G4,1988,>10 years,8/4/1988,8/4/1988,,,,AZ(SNR); CA(SNR); NV(SNR); UT(S1),,Cucurbita palmata,accepted,109928807,109928737,Data Deficient,,2019,2017-02-16 00:00:00 UTC,3.1,"<p><em>Cucurbita palmata </em>is distributed in a relatively small area in Mexico and the United States of America but is globally assessed as Data Deficient as there is currently insufficient information on its population size and trend, and the extent and quality of its habitat.&#160;</p>","This perennial herb occurs in hot, arid or semi-arid regions with sandy, gravelly and  alluvial soils.  In these regions, periods of  drought of more  than 20 months can be observed. It can grow in a range of habitats, including tropical deciduous forests, rocky lake shores, washes, stream beds and overflow channels, lava beds, roadsides, waste places, alkali plains, creosote bush scrub, saltbush scrub, grassland-saltbush scrub, annual grasslands, mezquite desert, chaparral-desert scrub and upland desert scrub (Bemis and Whitaker 1969, Lira <em>et al</em>. 2009, Nesom 2016, Calflora 2017, USDA-NRCS 2017).","An increased fire regime (associated with climate change) could possibly affect the species but this has not been studied in detail. The cultivation of genetically modified squashes (<em>Cucurbita pepo</em> Virus Resistant, or <em>C. pepo</em>VR) in Mexico is a potential threat to other wild and domesticated <em>Cucurbita </em>species due to the risk of hybridisation between these species and <em>C. pepo</em>VR in the event it  escapes its cultivation area. The risk for the members of the phylogenetic group Digitata (<em>C. digitata</em>, <em>C. cordata</em> and <em>C. palmata</em>) is, however, low. This is because there is a deficient compatibility, differences in reproductive systems and floral phenology with <em>C. pep</em>o, besides the specificity of pollination bees (Bemis and Whitaker 1969, Arriaga <em>et al</em>. 2006, Lira <em>et al</em>. 2009).&#160;<em></em>The intensification of pesticides and herbicides use in extensive agriculture (scale larger than 5 ha) is also a major threat to this species (R. Bye and E. Linares pers. comm. 2018).","Subpopulations of this species can be found throughout the year  within its distribution range. It is uncommon but not rare and has been ranked as Apparently Secure in the United  States of America. However, it was ranked as Critically                                    Imperiled in <span id=""lblTaxonDesc"">Utah, being at a very high risk of extinction in this state (Lira and Rodríguez-Arévalo 2006, NatureServe 2015).",Decreasing,"The native distribution of <em>Cucurbita palmata </em>comprises the southwestern United States of America and northern Mexico (Lira and Rodríguez-Arévalo 2006, Lira <em>et al</em>. 2009, USDA, ARS, GRIN 2017). It can be found in low arid plains at elevations from 10 to 1,340 m asl (Lira and Rodríguez-Arévalo 2006, Nesom 2016).","It is a tertiary wild relative of, and potential gene donor to cushaw, fig leaf gourd, maxima pumpkin/squash<em></em>, moschata pumkin/squash<em> </em>and pepo pumpkin/squash<em></em> (USDA, ARS, GRIN 2017). Along with the other species of the phylogenetic Group Digitata (<em>Cucurbita cordata </em>and <em>C. digitata</em>),   it has proved to be resistant to viruses affecting the cultivated  taxa,  such as cucumber mosaic virus (CMV) and tobacco ringspot virus  (TRSV) (OECD 2012).  Moreover, seeds of the species in this group have high content  of oil  and protein, qualities that can be of interest in future genetic   improvement of the related crops (Bemis <em>et al</em>. 1967, <span class=""style3"">Provvidenti 1978, Lira <em>et al</em>. 2009). There are no reported local uses of this species.",Terrestrial,"It occurs in some protected areas within its native range in Mexico, including the Biosphere Reserve Alto Golfo de California y Delta del Río Colorado (CONANP 2007). Genesys Global Portal on Plant Genetic Resources  (2017) reports only five accessions held by the Leibniz Institute of Plant Genetics and Crop Plant Research. Germplasm collection and duplicated <em>ex situ</em> collection is a priority for this species.",Nearctic,,,,Global,558,327,58.60215054,54.84951363,100,71.15055472,MP
Cucurbita pepo subsp. ovifera var. ozarkana,Y,1A,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",77,60,60,60,43,43,34,17,60,43,17,0.882559809,0.833843104,0.89602709,0.437816014,0.8248,0.8006,0.4602,0.6254,0.268144547,0.4602,0.691969697,0.796119975,0.110480648,3.417050036,0.384038862,0.042490898,0.007443439,0,Y,Y,100,43.18470972,85.71428571,76.29966515,LP,52,0,0,6.693452358,85.71428571,30.80257936,HP,76.29966515,30.80257936,30.80257936,76.29966515,53.55112225,HP,LP,MP,253670.1829,Least Concern (LC),204,196,Endangered (EN),Endangered (EN),"NS data doesn't go to quatrinomial. For Cucurbita pepo var. ovifera, the EGT ID is 160341",accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,5,9.615384615,11.93836785,85.71428571,35.75601273,HP
Cucurbita pepo subsp. ovifera var. texana,Y,1A,Food,Fruits,Cucurbita,"Zucchini, squash, pumpkin, etc.",77,32,32,32,17,12,60,20,30,12,18,0.939468645,0.858262078,0.858463494,0.499798584,0.931166667,0.886166667,0.509666667,0.817333333,0.138938231,0.509666667,0.538888889,0.882963567,0.087184435,4.65266867,0.522509805,0.031529046,0.010230248,4.50445052,Y,Y,28.33333333,59.48361728,83.33333333,57.05009465,MP,20,0,0,0.456452356,83.33333333,27.92992856,HP,57.05009465,27.92992856,27.92992856,57.05009465,42.49001161,HP,MP,HP,106818.58,Least Concern (LC),80,80,Endangered (EN),Endangered (EN),"NS data doesn't go to quatrinomial. For Cucurbita pepo var. ovifera, the EGT ID is 160341",accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,10,1.938691514,100,37.31289717,HP
Dasiphora fruticosa,Y,1B,Food,Fruits,Dasiphora,Strawberry,6733,3854,3854,3854,40,10,6693,3844,3658,10,3648,0.96359829,0.960950157,0.980403486,0.480546671,0.9178,0.9302,0.3377,0.848,0.108096574,0.3377,0.911295993,0.9260726,0.816915247,12.79164436,0.095704287,0.815002765,0.001048171,0,Y,Y,0.597639325,3.675669734,27.27272727,10.51534544,UP,2010,442,21.99004975,18.27082509,87.87878788,42.71322091,HP,10.51534544,42.71322091,10.51534544,42.71322091,26.61428318,UP,HP,HP,9936158.163,Least Concern (LC),5872,5856,Least Concern (LC),Least Concern (LC),Dasiphora fruticosa,accepted,734230,G5,G5,2015,<5 years,5/11/2004,8/26/2015,,,,AK(SNR); AZ(SNR); CA(SNR); CO(SNR); CT(SNR); IA(SNR); ID(SNR); IL(SNR); IN(SNR); MA(SNR); ME(SNR); MI(SNR); MN(SNR); MT(SNR); ND(SNR); NH(SNR); NJ(SNR); NM(SNR); NV(SNR); NY(SNR); OH(SNR); OR(SNR); PA(SNR); SD(SNR); UT(SNR); VT(SNR); WA(SNR); WI(SNR); WY(,AB(S5); BC(S5); LB(S3S4); MB(S5); NB(S4); NF(S4S5); NS(S4); NT(SNR); NU(SU); ON(S5); PE(S1); QC(SNR); SK(S4); YT(S5),,,,,,,,,,,,,,,,,,,,,,,,2010,1298,64.57711443,64.18802472,84.84848485,71.20454133,MP
Daucus pusillus,Y,1B,Food,Vegetables,Daucus,Carrot,5803,3601,3601,3601,53,35,5750,3566,3505,35,3470,0.949411787,0.946216017,0.966669416,0.479546601,0.8857,0.8911,0.3164,0.7768,0.158148036,0.3164,0.878557131,0.889627623,0.737792216,8.212068689,0.136643031,0.733298321,0.001067466,0,Y,Y,0.92173913,23.5173136,52.17391304,25.53765526,HP,2036,238,11.68958743,11.44646115,86.95652174,36.69752344,HP,25.53765526,36.69752344,25.53765526,36.69752344,31.11758935,HP,HP,HP,5635141.043,Least Concern (LC),4776,4756,Least Concern (LC),Least Concern (LC),Daucus pusillus,accepted,144434,G5,G5,2016,<5 years,8/4/1988,5/13/2016,,,,AL(SNR); AR(SNR); AZ(SNR); CA(SNR); FL(SNR); GA(SNR); HI(SNR); ID(SNR); IL(SX); KS(S2); LA(SNR); MO(SNR); MS(SNR); NC(S4); NM(SNR); OK(SNR); OR(SNR); SC(SNR); TN(SNR); TX(SNR); WA(SNR); WV(SH),BC(S5),Daucus pusillus,accepted,117196633,117196619,Least Concern,,2018,2017-11-21 00:00:00 UTC,3.1,"<em>Daucus pusillus </em>is widespread throughout its native region. This is a common species and occurs in a variety of habitats and over a range of altitudes and, within its very large extent of occurrence (EOO), of over 44 million km<sup>2</sup>, the area of occupancy (AOO) is also exceeds the values for a threatened category. Due to its extensive range in its native region and the absence of threats, the population is inferred to be large and stable.&#160; This species is therefore assessed as Least Concern.","This species is an annual with 50-100 cm tall stem,&#160;which grows&#160;in grasslands, dry sandy soils, rocky ground and disturbed areas, as well as along roadsides and railways (USDA,&#160;NRCS 2017). It&#160;occurs at elevations&#160;from sea level to 2,000 m asl. (Camadro <em>et al</em>. 2008, Hoagland <em>et al. </em>2004).",There are no known threats to this species.,"<p>The population size and trend for this species remains largely unknown, however this species has been recorded in numerous locations in the last few years, especially in the west coast of the U.S.A., as well as common and widespread in Texas (USDA,&#160;NRCS 2017).&#160; With this limited evidence it is suspected that this species is stable across its global native range, though comprehensive survey work should be undertaken to confirm this.</p>",Stable,"The native distribution of this species is northern and southern America (USDA, ARS, GRIN 2017).","This species is a wild relative of, and potential gene donor to the crop carrot. Native Americans&#160;<span class=""copy"">used this species as a talisman in gambling, and used the roots for food purposes. A poultice of the chewed plant would be applied to snakebites as a treatment (Moerman 1998).",Terrestrial,"The genus <em>Daucus </em>is listed in Annex I of the International Treaty on Plant Genetic Resources for Food and Agriculture (ITPGRFA) which aims to guarantee sustainable agriculture and food security through the conservation and sustainable use of plant genetic resources for food and agriculture, as well as ensuring the fair and equitable sharing of the benefits arising out of their use (FAO 2009).<br/><br/>Genesys (2017) states there are forty seven germplasm accessions held between America, United Kingdom, Spain and Netherlands.&#160;<span>Seed is also conserved in the Svalbard Global Seed Vault (four germplasm accession comprising&#160;3400 seeds). &#160;According to Botanic Gardens Conservation International (BGCI 2017) this species has twelve living collections in botanical gardens worldwide, although the size of the collections are not detailed in this resource.<br/>  <p>This species' native distribution overlaps with several protected areas, inferred using GeoCAT (Bachman <em>et al</em>. 2011) and so passive conservation is presumed in this area. However, there is no evidence of active management or monitoring of this species.</p>",Nearctic|Neotropical,,,,Global,2036,849,41.69941061,38.87936573,86.95652174,55.84509936,MP
Dioscorea villosa,Y,1B,Food,Roots and tubers,Dioscorea,Yam,6862,1317,1316,1316,30,1,6832,1315,1312,1,1311,0.834080349,0.824369457,0.878149955,0.446219501,0.765,0.736,0.426,0.501,0.354751421,0.426,0.742639659,0.731335465,0.377565975,2.785891868,0.351701839,0.339321312,0.001778221,0,Y,Y,0.43911007,0.822133351,16,5.753747807,UP,1037,61,5.882352941,4.576306432,92,34.15288646,HP,5.753747807,34.15288646,5.753747807,34.15288646,19.95331713,UP,HP,UP,5169385.752,Least Concern (LC),3660,3600,Possible Near Threatened (NT),Possible Near Threatened (NT),Dioscorea villosa,accepted,153733,G4G5,G4,2000,>10 years,2/7/2000,1/31/2000,,Dioscorea villosa seems to be inadequately understood taxonomically; and the existing knowledge seems to be too little known (note Ward 1977; Weakley 1997; Yatskievych 1999); this biological entity may be a regional Coastal Plain species as Al-Shehbaz and,,AL(SNR); AR(SNR); CT(SNR); DC(S5); DE(S5); FL(SNR); GA(S5); IA(S4); IL(S5); IN(SNR); KS(S2); KY(S5); LA(SNR); MA(SNR); MD(SNR); MI(SNR); MN(SNR); MO(SNR); MS(SNR); NC(S5); NE(S1); NJ(SNR); NY(S5); OH(SNR); OK(SNR); PA(SNR); RI(S2); SC(SNR); TN(SNR); TX(SN,ON(S4),,,,,,,,,,,,,,,,,,,,,,,,1037,179,17.26133076,13.40583146,96,42.22238741,HP
Diospyros texana,Y,1C,Food,Roots and tubers,Diospyros,Persimmon,829,312,312,312,26,1,803,311,312,1,311,0.943015568,0.926466262,0.954234272,0.472231991,0.8907,0.8615,0.3195,0.7522,0.177117261,0.3195,0.851104519,0.85950626,0.377097324,6.064510459,0.171946536,0.286820439,0.002999719,0,Y,Y,3.237858032,4.830145811,40,16.02266795,UP,219,35,15.98173516,6.71050271,100,40.89741262,HP,16.02266795,40.89741262,16.02266795,40.89741262,28.46004029,UP,HP,HP,348501.0398,Least Concern (LC),612,608,Vulnerable (VU),Vulnerable (VU),Diospyros texana,accepted,153910,G5,G5,1992,>10 years,12/18/1992,12/18/1992,,,,TX(SNR),,,,,,,,,,,,,,,,,,,,,,,,,219,59,26.94063927,6.036426965,100,44.32568874,HP
Diospyros virginiana,Y,1A,Food,Fruits,Diospyros,Persimmon,6333,1017,1018,1017,109,3,6224,1014,987,3,984,0.817777349,0.795559324,0.853500278,0.442059047,0.7428,0.7368,0.444,0.4796,0.369321872,0.444,0.703270868,0.72666374,0.314679007,2.600467474,0.406897217,0.269335595,0.001739347,0.12547168,Y,Y,1.751285347,1.232953424,11.53846154,4.840900103,UP,796,61,7.663316583,5.429747811,96.15384615,36.41563685,HP,4.840900103,36.41563685,4.840900103,36.41563685,20.62826848,UP,HP,UP,2999502.213,Least Concern (LC),2724,2724,Possible Near Threatened (NT),Possible Near Threatened (NT),Diospyros virginiana,accepted,159254,G5,G5,1984,>10 years,4/24/1984,4/24/1984,,,,AL(SNR); AR(SNR); CT(S1); DC(S5); DE(S5); FL(SNR); GA(SNR); IA(S1); IL(SNR); IN(SNR); KS(SNR); KY(S5); LA(SNR); MA(SNA); MD(SNR); MO(SNR); MS(SNR); NC(S5); NE(S1); NJ(S4); NY(S2); OH(SNR); OK(SNR); PA(S4); SC(SNR); TN(SNR); TX(SNR); UT(SNA); VA(S5); WV(S5,,,,,,,,,,,,,,,,,,,,,,,,,796,125,15.70351759,12.30630536,100,42.66994098,HP
Drymocallis glandulosa,Y,1B,Food,Fruits,Drymocallis,Strawberry,1552,712,712,712,7,1,1545,711,712,1,711,0.951055894,0.942284205,0.949748114,0.49253609,0.8827,0.879,0.2702,0.7617,0.169304833,0.2702,0.852967429,0.874379901,0.571564629,6.923749007,0.167650703,0.536596019,0.001090297,0.010161109,Y,Y,0.453074434,1.703210192,8.695652174,3.617312266,UP,661,129,19.51588502,16.43449705,95.65217391,43.86751866,HP,3.617312266,43.86751866,3.617312266,43.86751866,23.74241546,UP,HP,UP,2174954.783,Least Concern (LC),2052,2020,Possible Near Threatened (NT),Possible Near Threatened (NT),Drymocallis glandulosa,accepted,959444,G5,G5,2016,<5 years,7/10/2016,7/10/2016,,,,AZ(SNR); CA(SNR); ID(SNR); MT(S4); NV(SNR); OR(SNR); UT(SNR); WA(SNR),BC(S5),,,,,,,,,,,,,,,,,,,,,,,,661,369,55.82450832,60.1490599,95.65217391,70.54191405,MP
Echinacea purpurea,Y,1A,Medicinal,Medicinals,Echinacea,Echinacea,1592,404,404,404,130,23,1462,381,394,23,371,0.888816848,0.870333762,0.899261469,0.471072292,0.8351,0.7814,0.318,0.6165,0.274954721,0.318,0.788572824,0.777800946,0.288621957,3.589692263,0.271183281,0.200227685,0.0034285,0.124784982,Y,Y,8.891928865,7.013699846,82.35294118,32.75285663,HP,260,15,5.769230769,4.112070115,100,36.62710029,HP,32.75285663,36.62710029,32.75285663,36.62710029,34.68997846,HP,HP,HP,1543152.031,Least Concern (LC),924,920,Vulnerable (VU),Vulnerable (VU),Echinacea purpurea,accepted,132226,G4,G4,2003,>10 years,2/27/2000,1/26/2003,,"""Historically widespread; but with spotty distribution and small populations. Habitat loss is a problem. Reports of """"purple coneflower"""" root digging might refer to Echinacea angustifolia var. angustifolia; rather than E. purpurea.""",,AL(S3); AR(SNR); CO(SNR); CT(SNR); FL(S1); GA(S2?); IA(S2); IL(SNR); IN(SNR); KS(S1); KY(S4); LA(S2); MD(SNR); MI(SX); MO(SNR); MS(S3); NC(S1); NJ(SNR); NY(SNA); OH(SNR); OK(SNR); PA(SNA); SC(SNR); TN(SNR); TX(SNR); VA(SNA); WI(SNR); WV(SNA),ON(SNA),,,,,,,,,,,,,,,,,,,,,,,,260,39,15,9.024552892,100,41.34151763,HP
Elymus alaskanus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,543,251,251,251,4,2,539,249,248,2,246,0.904911288,0.851597751,0.914339728,0.437258023,0.8616,0.8071,0.367,0.6687,0.238529967,0.367,0.714129163,0.799156356,0.24389956,3.609390633,0.356914304,0.164475823,0.003845088,0.224623053,Y,Y,0.742115028,0.747230483,11.11111111,4.200152207,UP,209,74,35.40669856,27.6843882,94.44444444,52.51184374,MP,4.200152207,52.51184374,4.200152207,52.51184374,28.35599797,UP,MP,HP,8038517.662,Least Concern (LC),696,676,Vulnerable (VU),Vulnerable (VU),Elymus alaskanus,accepted,960803,G5,G5,2016,<5 years,3/7/2016,3/7/2016,,,,,MB(S2S3); NU(S4),,,,,,,,,,,,,,,,,,,,,,,,209,81,38.75598086,48.50772134,55.55555556,47.60641925,HP
Elymus albicans,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,522,297,296,296,2,1,520,295,296,1,295,0.9318634,0.899489191,0.93857243,0.460916762,0.8534,0.8592,0.2689,0.7126,0.206368642,0.2689,0.777802203,0.855293026,0.357412337,5.475863876,0.257063831,0.282111448,0.002282399,0.176236895,Y,Y,0.384615385,1.297222241,5.882352941,2.521396856,UP,254,32,12.5984252,9.501770704,94.11764706,38.73928099,HP,2.521396856,38.73928099,2.521396856,38.73928099,20.63033892,UP,HP,UP,2335501.191,Least Concern (LC),808,812,Vulnerable (VU),Vulnerable (VU),Elymus albicans,accepted,140329,G5,G5,2016,<5 years,3/7/2012,5/16/2016,,,,CO(SNR); ID(SNR); MT(SNR); ND(SNR); NE(SNA); SD(SNR); UT(SNR); WA(SNR); WY(S3),AB(S4); BC(S3S4); SK(S5),,,,,,,,,,,,,,,,,,,,,,,,254,159,62.5984252,61.40743055,88.23529412,70.74704996,MP
Elymus arizonicus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,478,302,302,302,4,1,474,301,302,1,301,0.982450162,0.970164554,0.961290451,0.508874103,0.9316,0.9522,0.1711,0.8838,0.08448767,0.1711,0.913001428,0.950439052,0.611232996,19.51543939,0.091482536,0.566160682,0.001218621,0,Y,Y,0.843881857,4.236735631,9.090909091,4.723842193,UP,216,90,41.66666667,21.13608573,63.63636364,42.14637201,HP,4.723842193,42.14637201,4.723842193,42.14637201,23.4351071,UP,HP,UP,993302.5914,Least Concern (LC),424,420,Endangered (EN),Endangered (EN),Elymus arizonicus,accepted,152226,G5,G5,1994,>10 years,8/1/1994,8/1/1994,,Rank of G5 from NMHP (3/94) and TXHP (7/94). Frequent in NM and TX; found in 4 cos in AZ; a possible waif in CA.,,AZ(SNR); CA(SNR); NM(SNR); TX(S3),,,,,,,,,,,,,,,,,,,,,,,,,216,124,57.40740741,38.93254846,45.45454546,47.26483377,HP
Elymus bakeri,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,165,79,79,79,6,0,159,79,79,0,79,0.958298924,0.926180697,0.955899773,0.470280924,0.9082,0.9305,0.2598,0.8387,0.116172257,0.2598,0.821031746,0.928735414,0.358454863,11.79474858,0.192288806,0.267294774,0.004304545,0,Y,Y,3.773584906,0,0,1.257861635,UP,57,16,28.07017544,28.6556783,100,52.24195125,MP,1.257861635,52.24195125,1.257861635,52.24195125,26.74990644,UP,MP,HP,171574.423,Least Concern (LC),160,156,Endangered (EN),Endangered (EN),Elymus bakeri,accepted,140328,G5?,G5,1995,>10 years,1/15/1995,1/15/1995,,,,CO(SNR); ID(SNR); NM(SNR),,,,,,,,,,,,,,,,,,,,,,,,,57,49,85.96491228,83.00920172,100,89.658038,LP
Elymus canadensis,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,8151,2676,2676,2676,137,41,8014,2635,2646,35,2611,0.875145142,0.865842911,0.928951017,0.436891894,0.8224,0.7803,0.4265,0.6027,0.28255019,0.4265,0.806694876,0.774983473,0.549430409,3.605587914,0.249778058,0.538001407,0.001572533,0,Y,Y,1.70950836,2.733596476,27.77777778,10.7402942,UP,2036,172,8.447937132,4.579394402,94.44444444,35.82392533,HP,10.7402942,35.82392533,10.7402942,35.82392533,23.28210977,UP,HP,UP,12878372.44,Least Concern (LC),6296,6268,Least Concern (LC),Least Concern (LC),Elymus canadensis,accepted,138011,G5,G5,2015,<5 years,10/22/2000,8/25/2015,,,,AR(SNR); AZ(SNR); CA(SNR); CO(SNR); CT(S4); DC(SNR); DE(SNR); GA(SNR); IA(S5); ID(SNR); IL(SNR); IN(SNR); KS(SNR); KY(S5); MA(SNR); MD(SNR); ME(SH); MI(SNR); MN(SNR); MO(SNR); MT(S4); NC(SNR); ND(SNR); NE(SNR); NH(SNR); NJ(SNR); NM(SNR); NV(SNR); NY(S5);,AB(SNR); BC(SNR); MB(S4S5); NB(S2); NT(SNR); ON(SNR); QC(SNR); SK(S4),,,,,,,,,,,,,,,,,,,,,,,,2036,667,32.76031434,26.67527906,92.59259259,50.676062,MP
Elymus curvatus,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,155,53,53,53,2,0,153,53,53,0,53,0.900178808,0.814075165,0.830204109,0.483871056,0.761,0.881,0.4621,0.642,0.285862526,0.4621,0.601666667,0.870711672,0.148683095,6.987848927,0.457808277,0.0813079,0.007900665,0.295236003,Y,Y,1.307189542,0,0,0.435729847,UP,45,5,11.11111111,3.492981148,92.30769231,35.63726152,HP,0.435729847,35.63726152,0.435729847,35.63726152,18.03649568,UP,HP,UP,1977263.323,Least Concern (LC),156,148,Endangered (EN),Endangered (EN),,accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3,6.666666667,12.2789155,100,39.64852739,HP
Elymus elymoides,N,1B,Food,Cereals and pseudocereals,Elymus,Wheat,8387,5679,5679,5679,219,192,8168,5487,5677,192,5485,0.884520687,0.880743799,0.940961296,0.439782503,0.8187,0.7764,0.4233,0.5951,0.288017834,0.4233,0.812951744,0.771687941,0.583766031,3.569584826,0.242443668,0.582467484,0.001019977,0,Y,N,2.681194907,32.51413302,75,36.73177598,HP,2193,455,20.74783402,16.36493339,96.42857143,44.51377961,HP,36.73177598,44.51377961,36.73177598,44.51377961,40.62277779,HP,HP,HP,3910060.663,Least Concern (LC),6688,6644,Least Concern (LC),Least Concern (LC),Elymus elymoides,accepted,148156,G5,G5,2016,<5 years,6/16/1988,7/7/2016,,Squirreltail (in the broad sense) can be found throughout western North America from Canada to Mexico and is adapted to a wide range of ecological and topographical conditions. It is considered secure throughout its range and may even become weedy or inva,,AZ(SNR); CA(SNR); CO(SNR); DC(SNA); ID(SNR); IL(SNA); KS(SNR); KY(SNR); MO(SNR); MT(S5); ND(SNR); NE(SNR); NM(SNR); NV(SNR); OK(SNR); OR(SNR); SD(SNR); TX(SNR); UT(SNR); WA(SNR); WY(S5),AB(S2S3); BC(S5); SK(S3),,,,,,,,,,,,,,,,,,,,,,,,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed,Not assessed
Elymus elymoides subsp. brevifolius,Y,1B,Food,Cereals and pseudocereals,Elymus,Wheat,3042,2068,2068,2068,47,35,2995,2033,2068,35,2033,0.937749667,0.932073082,0.95410699,0.477966093,0.8687,0.8769,0.3656,0.7456,0.180182934,0.3656,0.852391751,0.872434964,0.676338924,6.731295927,0.169138331,0.668221051,0.000993855,0,Y,Y,1.569282137,16.67442525,28.57142857,15.60504532,UP,1608,186,11.56716418,13.66972631,95.23809524,40.15832858,HP,15.60504532,40.15832858,15.60504532,40.15832858,27.88168695,UP,HP,HP,2403314.022,Least Concern (LC),5328,5336,Least Concern (LC),Least Concern (LC),Elymus elymoides subsp. brevifolius,accepted,733284,G5T4T5,T4,2004,>10 years,7/6/2004,7/6/2004,,Widespread throughout the mountains of western North America.  At least 150 western U.S. county records based on Kartesz (2003 draft data).,,AZ(SNR); CA(SNR); CO(SNR); ID(SNR); IL(SNA); KS(SNR); KY(SNA); MO(SNR); MT(SNR); NE(SNR); NM(SNR); NV(SNR); OK(SNR); OR(SNR); SD(SNR); TX(SNR); UT(SNR); WY(S5),BC(SNR),,,,,,,,,,,,,,,,,,,,,,,,1608,1100,68.4079602,60.94939177,100,76.45245066,LP
