"","garden","crop","species","variant","latitude","longitude","country","province","IUCNRedList"
"333","Royal Botanical Garden","Raspberry","Rubus odoratus","",".",".","","","NA"
"334","Royal Botanical Garden","Elderberry","Sambucus canadensis","",".",".","","","NA"
"335","Royal Botanical Garden","Elderberry","Sambucus canadensis","",".",".","","","NA"
"336","Royal Botanical Garden","Elderberry","Sambucus canadensis","",".",".","","","NA"
"337","Royal Botanical Garden","Elderberry","Sambucus canadensis","",".",".","","","NA"
"338","Royal Botanical Garden","Elderberry","Sambucus canadensis","Maxima'",".",".","","","NA"
"339","Royal Botanical Garden","Elderberry","Sambucus canadensis","Laciniata'",".",".","","","NA"
"340","Royal Botanical Garden","Elderberry","Sambucus canadensis","",".",".","","","NA"
"341","Royal Botanical Garden","Elderberry","Sambucus racemosa"," pubens",".",".","","","NA"
"342","Royal Botanical Garden","Elderberry","Sambucus racemosa"," racemosa",".",".","","","NA"
"343","Royal Botanical Garden","Elderberry","Sambucus racemosa","Madonna'",".",".","","","NA"
"344","Royal Botanical Garden","Taxus","Taxus canadensis","",".",".","","","NA"
"345","Royal Botanical Garden","Cedar","Thuja occidentalis","Beaufort'",".",".","","","NA"
"346","Royal Botanical Garden","Cedar","Thuja occidentalis","Spiralis'",".",".","","","NA"
"347","Royal Botanical Garden","Cedar","Thuja occidentalis","Bodmeri'",".",".","","","NA"
"348","Royal Botanical Garden","Cedar","Thuja occidentalis","Sunkist'",".",".","","","NA"
"349","Royal Botanical Garden","Cedar","Thuja occidentalis","Brandon'",".",".","","","NA"
"350","Royal Botanical Garden","Cedar","Thuja occidentalis","Techny'",".",".","","","NA"
"351","Royal Botanical Garden","Cedar","Thuja occidentalis","Sunkist'",".",".","","","NA"
"352","Royal Botanical Garden","Cedar","Thuja occidentalis","Brabant'",".",".","","","NA"
"353","Royal Botanical Garden","Cedar","Thuja occidentalis","Wareana Lutescens'",".",".","","","NA"
"354","Royal Botanical Garden","Cedar","Thuja occidentalis","Nigra'",".",".","","","NA"
"355","Royal Botanical Garden","Cedar","Thuja occidentalis","Douglasii Aurea'",".",".","","","NA"
"356","Royal Botanical Garden","Cedar","Thuja occidentalis","Brandon'",".",".","","","NA"
"357","Royal Botanical Garden","Cedar","Thuja occidentalis","Holmstrup'",".",".","","","NA"
"358","Royal Botanical Garden","Cedar","Thuja occidentalis","Hetz Midget'",".",".","","","NA"
"359","Royal Botanical Garden","Cedar","Thuja occidentalis","Golden Champion'",".",".","","","NA"
"360","Royal Botanical Garden","Cedar","Thuja occidentalis","Beaufort'",".",".","","","NA"
"361","Royal Botanical Garden","Cedar","Thuja occidentalis","DeGroot's Spire'",".",".","","","NA"
"362","Royal Botanical Garden","Cedar","Thuja occidentalis","Cloth of Gold'",".",".","","","NA"
"363","Royal Botanical Garden","Cedar","Thuja occidentalis","DeGroot's Spire'",".",".","","","NA"
"364","Royal Botanical Garden","Cedar","Thuja occidentalis","DeGroot's Spire'",".",".","","","NA"
"365","Royal Botanical Garden","Cedar","Thuja occidentalis","Sherwood Moss'",".",".","","","NA"
"366","Royal Botanical Garden","Cedar","Thuja occidentalis","Golden Champion'",".",".","","","NA"
"367","Royal Botanical Garden","Cedar","Thuja occidentalis","Nigra'",".",".","","","NA"
"368","Royal Botanical Garden","Cedar","Thuja occidentalis","Pyramidalis'",".",".","","","NA"
"369","Royal Botanical Garden","Cedar","Thuja occidentalis","Wareana Lutescens'",".",".","","","NA"
"370","Royal Botanical Garden","Cedar","Thuja occidentalis","Recurva Nana'",".",".","","","NA"
"371","Royal Botanical Garden","Cedar","Thuja occidentalis","Golden Globe'",".",".","","","NA"
"372","Royal Botanical Garden","Cedar","Thuja occidentalis","Golden Champion'",".",".","","","NA"
"373","Royal Botanical Garden","Cedar","Thuja occidentalis","Pyramidalis'",".",".","","","NA"
"374","Royal Botanical Garden","Cedar","Thuja occidentalis","Techny'",".",".","","","NA"
"375","Royal Botanical Garden","Cedar","Thuja occidentalis","George Peabody'",".",".","","","NA"
"376","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"377","Royal Botanical Garden","Cedar","Thuja occidentalis","DeGroot's Spire'",".",".","","","NA"
"378","Royal Botanical Garden","Cedar","Thuja occidentalis","DeGroot's Spire'",".",".","","","NA"
"379","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"380","Royal Botanical Garden","Cedar","Thuja occidentalis","Nigra'",".",".","","","NA"
"381","Royal Botanical Garden","Cedar","Thuja occidentalis","Mission'",".",".","","","NA"
"382","Royal Botanical Garden","Cedar","Thuja occidentalis","Zmatlik'",".",".","","","NA"
"383","Royal Botanical Garden","Cedar","Thuja occidentalis","Golden Champion'",".",".","","","NA"
"384","Royal Botanical Garden","Cedar","Thuja occidentalis","Fastigiata'",".",".","","","NA"
"385","Royal Botanical Garden","Cedar","Thuja occidentalis","Globosa'",".",".","","","NA"
"386","Royal Botanical Garden","Cedar","Thuja occidentalis","Sherwood Moss'",".",".","","","NA"
"387","Royal Botanical Garden","Cedar","Thuja occidentalis","Fastigiata'",".",".","","","NA"
"388","Royal Botanical Garden","Cedar","Thuja occidentalis","Wareana'",".",".","","","NA"
"389","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"390","Royal Botanical Garden","Cedar","Thuja occidentalis","Golden Champion'",".",".","","","NA"
"391","Royal Botanical Garden","Cedar","Thuja occidentalis","Columbia'",".",".","","","NA"
"392","Royal Botanical Garden","Cedar","Thuja occidentalis","Holmstrup'",".",".","","","NA"
"393","Royal Botanical Garden","Cedar","Thuja occidentalis","Holmstrup'",".",".","","","NA"
"394","Royal Botanical Garden","Cedar","Thuja occidentalis","Umbraculifera'",".",".","","","NA"
"395","Royal Botanical Garden","Cedar","Thuja occidentalis","Columbia'",".",".","","","NA"
"396","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"397","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"398","Royal Botanical Garden","Cedar","Thuja occidentalis","Little Gem'",".",".","","","NA"
"399","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"400","Royal Botanical Garden","Cedar","Thuja occidentalis","Europe Gold'",".",".","","","NA"
"401","Royal Botanical Garden","Cedar","Thuja occidentalis","Hetz Wintergreen'",".",".","","","NA"
"402","Royal Botanical Garden","Cedar","Thuja occidentalis","Unicorn'",".",".","","","NA"
"403","Royal Botanical Garden","Cedar","Thuja occidentalis","Holmstrup'",".",".","","","NA"
"404","Royal Botanical Garden","Cedar","Thuja occidentalis","",".",".","","","NA"
"405","Royal Botanical Garden","Cedar","Thuja plicata","",".",".","","","NA"
"406","Royal Botanical Garden","Cedar","Thuja plicata","Whipcord'",".",".","","","NA"
"407","Royal Botanical Garden","Cedar","Thuja plicata","Cuprea'",".",".","","","NA"
"408","Royal Botanical Garden","Cedar","Thuja plicata","",".",".","Canada","British Columbia","NA"
"409","Royal Botanical Garden","Linden","Tilia americana","Redmond'",".",".","","","NA"
"410","Royal Botanical Garden","Linden","Tilia americana","",".",".","","","NA"
"411","Royal Botanical Garden","Linden","Tilia americana","Redmond'",".",".","","","NA"
"412","Royal Botanical Garden","Linden","Tilia americana","",".",".","","","NA"
"413","Royal Botanical Garden","Linden","Tilia americana","",".",".","","","NA"
"414","Royal Botanical Garden","Linden","Tilia americana","",".",".","","","NA"
"415","Royal Botanical Garden","Spiderwort","Tradescantia virginiana","",".",".","","","NA"
"416","Royal Botanical Garden","Hemlock","Tsuga canadensis","Aurea Compacta'",".",".","","","NA"
"417","Royal Botanical Garden","Hemlock","Tsuga canadensis","Summer Snow'",".",".","","","NA"
"418","Royal Botanical Garden","Hemlock","Tsuga canadensis","Betty Rose'",".",".","","","NA"
"419","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"420","Royal Botanical Garden","Hemlock","Tsuga canadensis","Moon Frost'",".",".","","","NA"
"421","Royal Botanical Garden","Hemlock","Tsuga canadensis","Albospica'",".",".","","","NA"
"422","Royal Botanical Garden","Hemlock","Tsuga canadensis","Gracilis'",".",".","","","NA"
"423","Royal Botanical Garden","Hemlock","Tsuga canadensis","Gentsch White'",".",".","","","NA"
"424","Royal Botanical Garden","Hemlock","Tsuga canadensis","Ashfield Weeper'",".",".","","","NA"
"425","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"426","Royal Botanical Garden","Hemlock","Tsuga canadensis","Summer Snow'",".",".","","","NA"
"427","Royal Botanical Garden","Hemlock","Tsuga canadensis","Moon Frost'",".",".","","","NA"
"428","Royal Botanical Garden","Hemlock","Tsuga canadensis","Pendula'",".",".","","","NA"
"429","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"430","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"431","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"432","Royal Botanical Garden","Hemlock","Tsuga canadensis","Jervis'",".",".","","","NA"
"433","Royal Botanical Garden","Hemlock","Tsuga canadensis","Cole's Prostrate'",".",".","","","NA"
"434","Royal Botanical Garden","Hemlock","Tsuga canadensis","Julianne'",".",".","","","NA"
"435","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"436","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"437","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"438","Royal Botanical Garden","Hemlock","Tsuga canadensis","Gentsch White'",".",".","","","NA"
"439","Royal Botanical Garden","Hemlock","Tsuga canadensis","Kingsville'",".",".","","","NA"
"440","Royal Botanical Garden","Hemlock","Tsuga canadensis","",".",".","","","NA"
"441","Royal Botanical Garden","Hemlock","Tsuga canadensis","Calvert'",".",".","","","NA"
"442","Royal Botanical Garden","Hemlock","Tsuga canadensis","Golden Splendor'",".",".","","","NA"
"443","Royal Botanical Garden","Elm","Ulmus americana","",".",".","","","NA"
"444","Royal Botanical Garden","Elm","Ulmus americana","",".",".","","","NA"
"445","Royal Botanical Garden","Bilberry","Vaccinium corymbosum","Bluejay'",".",".","","","NA"
"446","Royal Botanical Garden","Bilberry","Vaccinium corymbosum","Bluecrop'",".",".","","","NA"
"447","Royal Botanical Garden","Bilberry","Vaccinium corymbosum","Spartan'",".",".","","","NA"
"448","Royal Botanical Garden","Cranberry","Viburnum acerifolium","",".",".","","","NA"
"449","Royal Botanical Garden","Cranberry","Viburnum cassinoides","",".",".","","","NA"
"450","Royal Botanical Garden","Cranberry","Viburnum cassinoides","",".",".","","","NA"
"451","Royal Botanical Garden","Cranberry","Viburnum dentatum","",".",".","","","NA"
"452","Royal Botanical Garden","Cranberry","Viburnum dentatum","",".",".","","","NA"
"453","Royal Botanical Garden","Cranberry","Viburnum dentatum","",".",".","","","NA"
"454","Royal Botanical Garden","Cranberry","Viburnum lantana","Aureum'",".",".","","","NA"
"455","Royal Botanical Garden","Cranberry","Viburnum lantana","Mohican'",".",".","","","NA"
"456","Royal Botanical Garden","Cranberry","Viburnum lantana","Aureum'",".",".","","","NA"
"457","Royal Botanical Garden","Cranberry","Viburnum lantana","Aureum'",".",".","","","NA"
"458","Royal Botanical Garden","Cranberry","Viburnum lantana","Mohican'",".",".","","","NA"
"459","Royal Botanical Garden","Cranberry","Viburnum lantana","",".",".","","","NA"
"460","Royal Botanical Garden","Cranberry","Viburnum lantana","Mohican'",".",".","","","NA"
"461","Royal Botanical Garden","Cranberry","Viburnum lentago","",".",".","","","NA"
"462","Royal Botanical Garden","Cranberry","Viburnum lentago","",".",".","","","NA"
"463","Royal Botanical Garden","Cranberry","Viburnum lentago","",".",".","","","NA"
"464","Royal Botanical Garden","Cranberry","Viburnum lentago","",".",".","","","NA"
"465","Royal Botanical Garden","Cranberry","Viburnum lentago","",".",".","","","NA"
"466","Royal Botanical Garden","Cranberry","Viburnum lentago","",".",".","","","NA"
"467","Royal Botanical Garden","Cranberry","Viburnum rafinesquianum","",".",".","","","NA"
"468","Royal Botanical Garden","Grape","Vitis riparia","",".",".","","","NA"
"469","Royal Botanical Garden","Wild Rice","Zizania aquatica","",".",".","","","NA"
"470","Royal Botanical Garden","Wild Rice","Zizania aquatica","",".",".","","","NA"
