CROP,CROP WILD RELATIVE,GENEPOOL,GRAFTSTOCK,TRAIT,ONTOLOGY,BREEDING TYPE
Achira,Canna indica L.,,,,,
Achira,Canna indica L.,Primary,,,,
Aji,Capsicum annuum L. var. glabriusculum (Dunal) Heiser & Pickersgill,Secondary,,,,
"Amaranth, Purple",Amaranthus hybridus L.,Tertiary,,,,
"Amaranth, Purple",Amaranthus retroflexus L.,Secondary,,,,
"Amaranth, Purple",Amaranthus palmeri S. Watson,Tertiary,,,,
"Amaranth, Purple",Amaranthus powellii S. Watson,Secondary,,Agronomic,,Fruit/Seed Retention (AG)
"Amaranth, Purple",Amaranthus wrightii S. Watson,Secondary,,,,
Apple,Malus angustifolia (Aiton) Michx.,Tertiary,,,,
Apple,Malus coronaria (L.) Mill.,Tertiary,,,,
Apple,Malus fusca (Raf.) C. K. Schneid.,,Graftstock,Abiotic,,Waterlogging Tolerance (AB)
Apple,Malus fusca (Raf.) C. K. Schneid.,,Graftstock,Biotic,,Disease Resistance (B)
Apple,Malus fusca (Raf.) C. K. Schneid.,Tertiary,,Biotic,,Disease Resistance (B)
Apple,Malus fusca (Raf.) C. K. Schneid.,Tertiary,,Fertility,,Gene Transfer (F)
Apple,Malus ioensis (Alph. Wood) Britton,Tertiary,,,,
Apricot,Prunus americana Marshall,Progenitor,Graftstock,,,
Apricot,Prunus americana Marshall,Tertiary,,,,
Apricot,Prunus andersonii A. Gray,Tertiary,,,,
Apricot,Prunus angustifolia Marshall,Tertiary,,,,
Apricot,Prunus fremontii S. Watson,Tertiary,,,,
Apricot,Prunus hortulana L. H. Bailey,Tertiary,,,,
Apricot,Prunus maritima Marshall,Tertiary,,,,
Apricot,Prunus mexicana S. Watson,Tertiary,,,,
Apricot,Prunus nigra Aiton,Tertiary,,,,
Apricot,Prunus pumila L.,Tertiary,,,,
Apricot,Prunus subcordata Benth.,Tertiary,,,,
Apricot,Prunus umbellata Elliott,Tertiary,,,,
Apricot,Prunus rivularis Scheele,Progenitor,Graftstock,,,
Apricot,Prunus rivularis Scheele,Tertiary,,,,
Apricot,Prunus geniculata R. M. Harper,Tertiary,,,,
Apricot,Prunus gracilis Engelm. & A. Gray,Tertiary,,,,
Apricot,Prunus murrayana E. J. Palmer,Tertiary,,,,
Apricot,Prunus pumila L. var. besseyi (L. H. Bailey) Waugh,Progenitor,Graftstock,,,
Apricot,Prunus pumila L. var. besseyi (L. H. Bailey) Waugh,Tertiary,,,,
Avocado,Persea borbonia (L.) Spreng.,,Graftstock,Biotic,,Disease Resistance (B)
Bambara Groundnut,Vigna luteola (Jacq.) Benth.,Tertiary,,,,
Bambara Groundnut,Vigna marina (Burm.) Merr.,Tertiary,,Abiotic,,Drought Resistance (AB)
Bambara Groundnut,Vigna marina (Burm.) Merr.,Tertiary,,Abiotic,,Salt Tolerance (AB)
Barley,Hordeum brachyantherum Nevski,Tertiary,,,,
Barley,Hordeum depressum (Scribn. & J. G. Sm.) Rydb.,Tertiary,,,,
Barley,Hordeum jubatum L.,Tertiary,,Abiotic,,Salt Tolerance (AB)
Barley,Hordeum pusillum Nutt.,Tertiary,,,,
Barley,Leymus mollis (Trin.) Pilg.,Tertiary,,Biotic,,Disease Resistance (B)
Barley,Hordeum arizonicum Covas,Tertiary,,,,
Barley,Hordeum intercedens Nevski,Tertiary,,,,
Barley,Hordeum brachyantherum Nevski subsp. brachyantherum,Tertiary,,,,
Barley,Hordeum brachyantherum Nevski subsp. californicum (Covas & Stebbins) Bothmer et al.,Tertiary,,,,
Barley,Hordeum jubatum L. subsp. jubatum,Tertiary,,,,
Barley,Hordeum jubatum L. subsp. intermedium Bowden,Tertiary,,,,
"Bean, Common",Phaseolus acutifolius A. Gray,Tertiary,,Biotic,,Disease Resistance (B)
"Bean, Common",Phaseolus acutifolius A. Gray var. tenuifolius A. Gray,Tertiary,,,,
"Bean, Common",Phaseolus acutifolius A. Gray var. acutifolius,Tertiary,,,,
"Bean, Common",Phaseolus angustissimus A. Gray,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Bean, Common",Phaseolus filiformis Benth.,Tertiary,,,,
"Bean, Jack-",Canavalia megalantha Merr.,Tertiary,,,,
"Bean, Jack-",Canavalia brasiliensis Mart. ex Benth.,Tertiary,,,,
"Bean, Jack-",Canavalia molokaiensis O. Deg. et al.,Tertiary,,,,
"Bean, Jack-",Canavalia sericea A. Gray,Tertiary,,,,
"Bean, Jack-",Canavalia pubescens Hook. & Arn.,Tertiary,,,,
"Bean, Jack-",Canavalia hawaiiensis O. Deg. et al.,Tertiary,,,,
"Bean, Lima",Phaseolus polystachios (L.) Britton et al.,Tertiary,,,,
"Bean, Lima",Phaseolus maculatus Scheele,Tertiary,,Biotic,,Disease Resistance (B)
"Bean, Scarlet Runner",Phaseolus acutifolius A. Gray,Tertiary,,,,
"Bean, Sword-",Canavalia megalantha Merr.,Tertiary,,,,
"Bean, Sword-",Canavalia rosea (Sw.) DC.,Secondary,,,,
"Bean, Sword-",Canavalia brasiliensis Mart. ex Benth.,Tertiary,,,,
"Bean, Sword-",Canavalia cathartica Thouars,Secondary,,Agronomic,,Crop Quality (AG)
"Bean, Sword-",Canavalia molokaiensis O. Deg. et al.,Tertiary,,,,
"Bean, Sword-",Canavalia sericea A. Gray,Secondary,,,,
"Bean, Sword-",Canavalia pubescens Hook. & Arn.,Tertiary,,,,
"Bean, Sword-",Canavalia hawaiiensis O. Deg. et al.,Tertiary,,,,
"Bean, Tepary",Phaseolus acutifolius A. Gray,,,,,
"Bean, Tepary",Phaseolus acutifolius A. Gray,Primary,,,,
"Bean, Tepary",Phaseolus acutifolius A. Gray var. tenuifolius A. Gray,Primary,,,,
"Bean, Tepary",Phaseolus acutifolius A. Gray var. acutifolius,Primary,,,,
"Bean, Tepary",Phaseolus filiformis Benth.,Tertiary,,,,
Beardtongue,Penstemon cobaea Nutt.,Progenitor,,Agronomic,,Ornamental Features (AG)
Bilberry,Vaccinium cespitosum Michx.,Primary,,,,
Bilberry,Vaccinium corymbosum L.,Tertiary,,,,
Bilberry,Vaccinium deliciosum Piper,Secondary,,,,
Bilberry,Vaccinium membranaceum Douglas ex Torr.,Secondary,,,,
Bilberry,Vaccinium myrtillus L.,,,,,
Bilberry,Vaccinium myrtillus L.,Primary,,,,
Bilberry,Vaccinium myrtillus L.,Tertiary,,,,
Bilberry,Vaccinium ovalifolium Sm.,Secondary,,,,
Bilberry,Vaccinium parvifolium Sm.,Secondary,,,,
Bilberry,Vaccinium reticulatum Sm.,Secondary,,,,
Bilberry,Vaccinium scoparium Leiberg ex Coville,Secondary,,,,
Bilberry,Vaccinium vitis-idaea L.,Secondary,,,,
Bilberry,Vaccinium calycinum Sm.,Secondary,,,,
Bilberry,Vaccinium dentatum Sm.,Secondary,,,,
Blackberry,Rubus allegheniensis Porter,Primary,,Agronomic,,Crop Quality (AG)
Blackberry,Rubus allegheniensis Porter,Progenitor,,Agronomic,,Growth Habit (AG)
Blackberry,Rubus canadensis L.,Primary,,Agronomic,,Crop Quality (AG)
Blackberry,Rubus cuneifolius Pursh,Primary,,Agronomic,,Crop Quality (AG)
Blackberry,Rubus trivialis Michx.,Primary,,Abiotic,,Drought Resistance (AB)
Blackberry,Rubus trivialis Michx.,Primary,,Abiotic,,Heat Tolerance (AB)
Blackberry,Rubus trivialis Michx.,Primary,,Agronomic,,Crop Quality (AG)
Blackberry,Rubus trivialis Michx.,Primary,,Biotic,,Disease Resistance (B)
Blackberry,Rubus ursinus Cham. & Schltdl.,Primary,,Agronomic,,Crop Quality (AG)
Blackberry,Rubus ursinus Cham. & Schltdl.,Primary,,Phenological,,Early Maturity (P)
Blackberry,Rubus ursinus Cham. & Schltdl.,Progenitor,,,,
Blackberry,Rubus argutus Link,Primary,,Agronomic,,Crop Quality (AG)
Blackberry,Rubus frondosus Bigelow,Primary,,Abiotic,,Heat Tolerance (AB)
Blackberry,Rubus frondosus Bigelow,Primary,,Agronomic,,Growth Habit (AG)
Blackberry,Rubus frondosus Bigelow,Primary,,Phenological,,Late Maturity (P)
Blanket-Flower,Gaillardia aristata Pursh,Progenitor,,Agronomic,,Ornamental Features (AG)
Blanket-Flower,Gaillardia pulchella Foug.,Progenitor,,Agronomic,,Ornamental Features (AG)
Bleeding-Heart,Dicentra eximia (Ker Gawl.) Torr.,Progenitor,,Agronomic,,Ornamental Features (AG)
Bleeding-Heart,Dicentra formosa (Andrews) Walp.,Progenitor,,Agronomic,,Ornamental Features (AG)
"Blueberry, Highbush",Vaccinium angustifolium Aiton,Primary,,Agronomic,,Crop Quality (AG)
"Blueberry, Highbush",Vaccinium angustifolium Aiton,Primary,,Biotic,,Disease Resistance (B)
"Blueberry, Highbush",Vaccinium angustifolium Aiton,Primary,,Phenological,,Early Maturity (P)
"Blueberry, Highbush",Vaccinium arboreum Marshall,,Graftstock,,,
"Blueberry, Highbush",Vaccinium arboreum Marshall,Tertiary,,Abiotic,,Drought Resistance (AB)
"Blueberry, Highbush",Vaccinium arboreum Marshall,Tertiary,,Agronomic,,Growth Habit (AG)
"Blueberry, Highbush",Vaccinium caesariense Mack.,Secondary,,,,
"Blueberry, Highbush",Vaccinium cespitosum Michx.,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Blueberry, Highbush",Vaccinium corymbosum L.,,,,,
"Blueberry, Highbush",Vaccinium corymbosum L.,Primary,,,,
"Blueberry, Highbush",Vaccinium darrowii Camp,Secondary,,Abiotic,,Drought Resistance (AB)
"Blueberry, Highbush",Vaccinium darrowii Camp,Secondary,,Abiotic,,Edaphic (AB)
"Blueberry, Highbush",Vaccinium darrowii Camp,Secondary,,Agronomic,,Crop Quality (AG)
"Blueberry, Highbush",Vaccinium darrowii Camp,Secondary,,Biotic,,Pest Resistance (B)
"Blueberry, Highbush",Vaccinium deliciosum Piper,Tertiary,,,,
"Blueberry, Highbush",Vaccinium elliottii Chapm.,Secondary,,Abiotic,,Drought Resistance (AB)
"Blueberry, Highbush",Vaccinium elliottii Chapm.,Secondary,,Abiotic,,Edaphic (AB)
"Blueberry, Highbush",Vaccinium elliottii Chapm.,Secondary,,Biotic,,Disease Resistance (B)
"Blueberry, Highbush",Vaccinium fuscatum Aiton,Secondary,,Abiotic,,Cold Tolerance (AB)
"Blueberry, Highbush",Vaccinium membranaceum Douglas ex Torr.,Tertiary,,,,
"Blueberry, Highbush",Vaccinium myrsinites Lam.,Secondary,,Abiotic,,Edaphic (AB)
"Blueberry, Highbush",Vaccinium myrtilloides Michx.,Tertiary,,,,
"Blueberry, Highbush",Vaccinium myrtillus L.,Tertiary,,,,
"Blueberry, Highbush",Vaccinium ovalifolium Sm.,Tertiary,,Agronomic,,Crop Quality (AG)
"Blueberry, Highbush",Vaccinium ovatum Pursh,Tertiary,,,,
"Blueberry, Highbush",Vaccinium pallidum Aiton,Secondary,,Abiotic,,Drought Resistance (AB)
"Blueberry, Highbush",Vaccinium pallidum Aiton,Secondary,,Abiotic,,Edaphic (AB)
"Blueberry, Highbush",Vaccinium pallidum Aiton,Secondary,,Agronomic,,Crop Quality (AG)
"Blueberry, Highbush",Vaccinium pallidum Aiton,Secondary,,Phenological,,Early Maturity (P)
"Blueberry, Highbush",Vaccinium parvifolium Sm.,Tertiary,,,,
"Blueberry, Highbush",Vaccinium reticulatum Sm.,Tertiary,,,,
"Blueberry, Highbush",Vaccinium scoparium Leiberg ex Coville,Tertiary,,,,
"Blueberry, Highbush",Vaccinium simulatum Small,Secondary,,Abiotic,,Cold Tolerance (AB)
"Blueberry, Highbush",Vaccinium tenellum Aiton,Secondary,,Abiotic,,Edaphic (AB)
"Blueberry, Highbush",Vaccinium uliginosum L.,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Blueberry, Highbush",Vaccinium virgatum Aiton,Secondary,,Abiotic,,Drought Resistance (AB)
"Blueberry, Highbush",Vaccinium virgatum Aiton,Secondary,,Agronomic,,Crop Quality (AG)
"Blueberry, Highbush",Vaccinium virgatum Aiton,Secondary,,Phenological,,Early Maturity (P)
"Blueberry, Highbush",Vaccinium hirsutum Buckley,Secondary,,,,
"Blueberry, Highbush",Vaccinium boreale I. V. Hall & Aalders,Secondary,,Abiotic,,Cold Tolerance (AB)
"Blueberry, Highbush",Vaccinium formosum Andrews,Secondary,,,,
"Blueberry, Highbush",Vaccinium calycinum Sm.,Tertiary,,,,
"Blueberry, Highbush",Vaccinium dentatum Sm.,Tertiary,,,,
"Blueberry, Lowbush",Vaccinium angustifolium Aiton,,,,,
"Blueberry, Lowbush",Vaccinium angustifolium Aiton,Primary,,,,
"Blueberry, Lowbush",Vaccinium corymbosum L.,Primary,,,,
"Blueberry, Lowbush",Vaccinium myrsinites Lam.,Secondary,,,,
"Blueberry, Lowbush",Vaccinium myrtilloides Michx.,,,,,
"Blueberry, Lowbush",Vaccinium myrtilloides Michx.,Primary,,Abiotic,,Cold Tolerance (AB)
"Blueberry, Lowbush",Vaccinium myrtilloides Michx.,Primary,,Agronomic,,Crop Quality (AG)
"Blueberry, Lowbush",Vaccinium pallidum Aiton,Secondary,,,,
"Blueberry, Lowbush",Vaccinium hirsutum Buckley,Secondary,,,,
"Blueberry, Lowbush",Vaccinium boreale I. V. Hall & Aalders,,,,,
"Blueberry, Lowbush",Vaccinium boreale I. V. Hall & Aalders,Primary,,,,
"Blueberry, Rabbiteye",Vaccinium angustifolium Aiton,Secondary,,,,
"Blueberry, Rabbiteye",Vaccinium corymbosum L.,Secondary,,,,
"Blueberry, Rabbiteye",Vaccinium darrowii Camp,Secondary,,,,
"Blueberry, Rabbiteye",Vaccinium fuscatum Aiton,Secondary,,,,
"Blueberry, Rabbiteye",Vaccinium myrsinites Lam.,Tertiary,,,,
"Blueberry, Rabbiteye",Vaccinium pallidum Aiton,Secondary,,,,
"Blueberry, Rabbiteye",Vaccinium tenellum Aiton,Secondary,,,,
"Blueberry, Rabbiteye",Vaccinium virgatum Aiton,,,,,
"Blueberry, Rabbiteye",Vaccinium virgatum Aiton,Primary,,,,
"Blueberry, Rabbiteye",Vaccinium formosum Andrews,Secondary,,,,
Bluejoint,Calamagrostis canadensis (Michx.) P. Beauv.,,,,,
Breadfruit,Artocarpus altilis (Parkinson) Fosberg,,,,,
Breadfruit,Artocarpus altilis (Parkinson) Fosberg,Primary,,,,
Breadfruit,Artocarpus mariannensis Trécul,Primary,,Agronomic,,Crop Quality (AG)
Bromegrass,Bromus carinatus Hook. & Arn. var. marginatus (Steud.) Barkworth & Anderton,Secondary,,Biotic,,Disease Resistance (B)
Butternut,Juglans cinerea L.,,,,,
Canna,Canna flaccida Salisb.,Progenitor,,Agronomic,,Ornamental Features (AG)
Canna,Canna glauca L.,Progenitor,,Agronomic,,Ornamental Features (AG)
Canna,Canna indica L.,,,Agronomic,,Ornamental Features (AG)
Carrot,Daucus pusillus Michx.,Tertiary,,,,
Cassava,Manihot angustiloba (Torr.) Müll. Arg.,Tertiary,,Agronomic,,Crop Quality (AG)
Cassava,Manihot walkerae Croizat,Tertiary,,Agronomic,,Crop Quality (AG)
Cassava,Manihot walkerae Croizat,Tertiary,,Fertility,,Gene Transfer (F)
Cassava,Manihot davisiae Croizat,Tertiary,,,,
Centro,Centrosema molle Mart. ex Benth.,,,,,
"Cherry, Ornamental",Prunus virginiana L.,Tertiary,,Biotic,,Disease Resistance (B)
"Cherry, Sour",Prunus pensylvanica L. f.,Progenitor,Graftstock,Agronomic,,Cold Tolerance (AB)
"Cherry, Sour",Prunus virginiana L.,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Cherry, Sweet",Prunus emarginata (Douglas) Eaton,,Graftstock,,,
"Cherry, Sweet",Prunus emarginata (Douglas) Eaton,Secondary,,Biotic,,Disease Resistance (B)
"Cherry, Sweet",Prunus serotina Ehrh.,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Cherry, Sweet",Prunus serotina Ehrh.,Tertiary,,Biotic,,Disease Resistance (B)
Chestnut,Castanea dentata (Marshall) Borkh.,Secondary,,,,
Chestnut,Castanea pumila (L.) Mill.,Secondary,,,,
Chestnut,Castanea ozarkensis Ashe,Secondary,,,,
"Chestnut, American",Castanea dentata (Marshall) Borkh.,,,,,
"Chestnut, American",Castanea dentata (Marshall) Borkh.,Primary,,,,
"Chestnut, American",Castanea pumila (L.) Mill.,,Graftstock,Agronomic,,Dwarfing (AG)
"Chestnut, American",Castanea pumila (L.) Mill.,Secondary,,Agronomic,,Dwarfing (AG)
"Chestnut, American",Castanea ozarkensis Ashe,Secondary,,Biotic,,Disease Resistance (B)
"Chestnut, Chinese",Castanea dentata (Marshall) Borkh.,Secondary,,,,
"Chestnut, Chinese",Castanea pumila (L.) Mill.,Secondary,,,,
"Chestnut, Chinese",Castanea ozarkensis Ashe,Secondary,,Biotic,,Disease Resistance (B)
"Chestnut, Japanese",Castanea dentata (Marshall) Borkh.,Secondary,,,,
"Chestnut, Japanese",Castanea pumila (L.) Mill.,Secondary,,Biotic,,Pest Resistance (B)
"Chestnut, Japanese",Castanea ozarkensis Ashe,Secondary,,,,
Citrus,Citrus ×depressa Hayata,Progenitor,Graftstock,Agronomic,,High Yield (AG)
Citrus,Citrus ×depressa Hayata,Progenitor,Graftstock,Biotic,,Disease Resistance (B)
Citrus,Citrus ×depressa Hayata,Progenitor,Graftstock,Phenological,,Early Maturity (P)
Citrus,Citrus ×depressa Hayata,Tertiary,,,,
Cocoyam,Xanthosoma sagittifolium (L.) Schott,,,,,
Cotton,Gossypium thurberi Tod.,Tertiary,,Biotic,,Disease Resistance (B)
Cotton,Gossypium thurberi Tod.,Tertiary,,Biotic,,Pest Resistance (B)
Cotton,Gossypium tomentosum Nutt. ex Seem.,Secondary,,,,
"Cotton, Sea Island",Gossypium thurberi Tod.,Tertiary,,,,
"Cotton, Sea Island",Gossypium tomentosum Nutt. ex Seem.,Secondary,,,,
"Cotton, Short-Staple",Gossypium thurberi Tod.,Tertiary,,,,
"Cotton, Short-Staple",Gossypium tomentosum Nutt. ex Seem.,Tertiary,,,,
"Cotton, Tree",Gossypium thurberi Tod.,Tertiary,,,,
"Cotton, Tree",Gossypium tomentosum Nutt. ex Seem.,Tertiary,,,,
Cowpea,Vigna marina (Burm.) Merr.,Tertiary,,Abiotic,,Drought Resistance (AB)
Cowpea,Vigna marina (Burm.) Merr.,Tertiary,,Abiotic,,Salt Tolerance (AB)
Cranberry,Vaccinium macrocarpon Aiton,,,,,
Cranberry,Vaccinium macrocarpon Aiton,Primary,,,,
Cranberry,Vaccinium oxycoccos L.,Secondary,,Agronomic,,Crop Quality (AG)
Cranberry,Vaccinium reticulatum Sm.,Tertiary,,,,
Cranberry,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.,Primary,,Abiotic,,Cold Tolerance (AB)
Cucumber,Cucumis melo L. subsp. agrestis (Naudin) Pangalo var. agrestis Naudin,Tertiary,,,,
Cuphea,Cuphea viscosissima Jacq.,Progenitor,,,,
Cuphea,Cuphea wrightii A. Gray,Progenitor,,,,
"Currant, Black",Ribes americanum Mill.,Secondary,,Biotic,,Disease Resistance (B)
"Currant, Black",Ribes aureum Pursh,Tertiary,,,,
"Currant, Black",Ribes cereum Douglas,Tertiary,,,,
"Currant, Black",Ribes divaricatum Douglas,,Graftstock,,,
"Currant, Black",Ribes divaricatum Douglas,Tertiary,,,,
"Currant, Black",Ribes hudsonianum Richardson,Secondary,,Agronomic,,Crop Quality (AG)
"Currant, Black",Ribes oxyacanthoides L.,Tertiary,,,,
"Currant, Black",Ribes sanguineum Pursh,Secondary,,Agronomic,,Growth Habit (AG)
"Currant, Black",Ribes viburnifolium A. Gray,Secondary,,,,
"Currant, Black",Ribes bracteosum Douglas,Secondary,,Agronomic,,Growth Habit (AG)
"Currant, Black",Ribes bracteosum Douglas,Secondary,,Agronomic,,High Yield (AG)
"Currant, Black",Ribes bracteosum Douglas,Secondary,,Phenological,,Late Maturity (P)
"Currant, Black",Ribes niveum Lindl.,Tertiary,,,,
"Currant, Black",Ribes hudsonianum Richardson var. petiolare (Douglas) Jancz.,Secondary,,Biotic,,Disease Resistance (B)
"Currant, Black",Ribes hudsonianum Richardson var. hudsonianum,Secondary,,,,
"Currant, Black",Ribes sanguineum Pursh var. glutinosum (Benth.) Loudon,Secondary,,Biotic,,Disease Resistance (B)
"Currant, Black",Ribes sanguineum Pursh var. glutinosum (Benth.) Loudon,Secondary,,Biotic,,Pest Resistance (B)
"Currant, Black",Ribes sanguineum Pursh var. glutinosum (Benth.) Loudon,Secondary,,Fertility,,Cytoplasmic Male Sterility (F)
"Currant, Red",Ribes aureum Pursh,,Graftstock,,,
"Currant, Red",Ribes triste Pall.,Tertiary,,Abiotic,,Cold Tolerance (AB)
Cushaw,Cucurbita digitata A. Gray,Tertiary,,,,
Cushaw,Cucurbita foetidissima Kunth,Tertiary,,,,
Cushaw,Cucurbita pepo L. subsp. ovifera (L.) D. S. Decker var. texana (Scheele) Filov,Secondary,,,,
Cushaw,Cucurbita okeechobeensis (Small) L. H. Bailey subsp. okeechobeensis,Tertiary,,,,
Cushaw,Cucurbita palmata S. Watson,Tertiary,,,,
Cushaw,Cucurbita pepo L. subsp. ovifera (L.) D. S. Decker var. ozarkana D. S. Decker,Secondary,,,,
Custard-Apple,Annona glabra L.,,Graftstock,,,
Delphinium,Delphinium cardinale Hook.,Progenitor,,Agronomic,,Ornamental Features (AG)
Eggplant,Solanum torvum Sw.,,Graftstock,Abiotic,,Metal Tolerance (AB)
Eggplant,Solanum torvum Sw.,,Graftstock,Abiotic,,Salt Tolerance (AB)
Eggplant,Solanum torvum Sw.,,Graftstock,Biotic,,Disease Resistance (B)
Eggplant,Solanum torvum Sw.,,Graftstock,Biotic,,Pest Resistance (B)
Eggplant,Solanum torvum Sw.,Tertiary,,Biotic,,Disease Resistance (B)
Eggplant,Solanum torvum Sw.,Tertiary,,Biotic,,Pest Resistance (B)
Eggplant,Solanum torvum Sw.,Tertiary,,Fertility,,Gene Transfer (F)
Fawn-Lily,Erythronium californicum Purdy,Progenitor,,Agronomic,,Ornamental Features (AG)
Fawn-Lily,Erythronium oregonum Applegate,Progenitor,,Agronomic,,Ornamental Features (AG)
Fawn-Lily,Erythronium tuolumnense Applegate,Progenitor,,Agronomic,,Ornamental Features (AG)
"Filbert, European",Corylus cornuta Marshall,Tertiary,,Biotic,,Disease Resistance (B)
"Filbert, European",Corylus americana Marshall,Secondary,,Biotic,,Disease Resistance (B)
"Filbert, European",Corylus americana Marshall,Secondary,,Fertility,,Gene Transfer (F)
"Filbert, European",Corylus californica (A. DC.) Rose,Secondary,,Fertility,,Gene Transfer (F)
"Filbert, Turkish",Corylus californica (A. DC.) Rose,Secondary,,Fertility,,Gene Transfer (F)
Flax,Linum lewisii Pursh,Tertiary,,,,
"Gherkin, West Indian",Cucumis melo L. subsp. agrestis (Naudin) Pangalo var. agrestis Naudin,Tertiary,,,,
Gooseberry,Ribes aureum Pursh,,Graftstock,,,
Gooseberry,Ribes cynosbati L.,Secondary,,Agronomic,,Crop Quality (AG)
Gooseberry,Ribes cynosbati L.,Secondary,,Agronomic,,Growth Habit (AG)
Gooseberry,Ribes cynosbati L.,Secondary,,Biotic,,Disease Resistance (B)
Gooseberry,Ribes divaricatum Douglas,,Graftstock,,,
Gooseberry,Ribes divaricatum Douglas,Secondary,,Agronomic,,High Yield (AG)
Gooseberry,Ribes divaricatum Douglas,Secondary,,Biotic,,Disease Resistance (B)
Gooseberry,Ribes hirtellum Michx.,Progenitor,,,,
Gooseberry,Ribes hirtellum Michx.,Secondary,,Biotic,,Disease Resistance (B)
Gooseberry,Ribes inerme Rydb.,Secondary,,Agronomic,,Growth Habit (AG)
Gooseberry,Ribes leptanthum A. Gray,Secondary,,Biotic,,Pest Resistance (B)
Gooseberry,Ribes missouriense Nutt.,Secondary,,Biotic,,Disease Resistance (B)
Gooseberry,Ribes oxyacanthoides L.,Secondary,,Biotic,,Disease Resistance (B)
Gooseberry,Ribes quercetorum Greene,Secondary,,,,
Gooseberry,Ribes rotundifolium Michx.,Secondary,,,,
Gooseberry,Ribes echinellum (Coville) Rehder,Secondary,,,,
Gooseberry,Ribes oxyacanthoides L. subsp. irriguum (Douglas) Q. P. Sinnott,Secondary,,,,
Gooseberry,Ribes niveum Lindl.,Secondary,,Agronomic,,High Yield (AG)
Gooseberry,Ribes niveum Lindl.,Secondary,,Biotic,,Disease Resistance (B)
Gooseberry,Ribes niveum Lindl.,Secondary,,Biotic,,Pest Resistance (B)
Gooseberry,Ribes oxyacanthoides L. subsp. setosum (Lindl.) Q. P. Sinnott,Secondary,,,,
Gooseberry,Ribes pinetorum Greene,Secondary,,,,
Gooseberry,Ribes oxyacanthoides L. subsp. oxyacanthoides,Progenitor,,,,
Gooseberry,Ribes oxyacanthoides L. subsp. oxyacanthoides,Secondary,,,,
Gooseberry,Ribes oxyacanthoides L. subsp. cognatum (Greene) Q. P. Sinnott,Secondary,,,,
Gooseberry,Ribes oxyacanthoides L. subsp. hendersonii (C. L. Hitchc.) Q. P. Sinnott,Secondary,,,,
Gooseberry,Ribes sericeum Eastw.,Secondary,,,,
Gooseberry,Ribes marshallii Greene,Secondary,,,,
Gooseberry,Ribes lasianthum Greene,Secondary,,,,
Gooseberry,Ribes tularense (Coville) Fedde,Secondary,,,,
"Gooseberry, Cape-",Physalis pubescens L.,Secondary,,,,
"Gourd, Fig-Leaf",Cucurbita digitata A. Gray,Tertiary,,,,
"Gourd, Fig-Leaf",Cucurbita foetidissima Kunth,Tertiary,,,,
"Gourd, Fig-Leaf",Cucurbita pepo L. subsp. ovifera (L.) D. S. Decker var. texana (Scheele) Filov,Tertiary,,,,
"Gourd, Fig-Leaf",Cucurbita okeechobeensis (Small) L. H. Bailey subsp. okeechobeensis,Tertiary,,,,
"Gourd, Fig-Leaf",Cucurbita palmata S. Watson,Tertiary,,,,
"Gourd, Fig-Leaf",Cucurbita pepo L. subsp. ovifera (L.) D. S. Decker var. ozarkana D. S. Decker,Tertiary,,,,
"Grape, Muscadine",Vitis rotundifolia Michx.,,,,,
"Grape, Muscadine",Vitis rotundifolia Michx.,Primary,,,,
"Grape, Muscadine",Vitis rotundifolia Michx. var. rotundifolia,Primary,,,,
"Grape, Muscadine",Vitis rotundifolia Michx. var. munsoniana (J. H. Simpson ex Planch.) M. O. Moore,Primary,,,,
"Grape, Wine",Vitis aestivalis Michx. var. aestivalis,Tertiary,,Agronomic,,Crop Quality (AG)
"Grape, Wine",Vitis arizonica Engelm.,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis californica Benth.,Secondary,,,,
"Grape, Wine",Vitis ×champinii Planch.,,Graftstock,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis ×champinii Planch.,Progenitor,Graftstock,,,
"Grape, Wine",Vitis cinerea (Engelm.) Millardet,Progenitor,Graftstock,,,
"Grape, Wine",Vitis cinerea (Engelm.) Millardet,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis cinerea (Engelm.) Millardet,Tertiary,,Biotic,,Pest Resistance (B)
"Grape, Wine",Vitis labrusca L.,Tertiary,,Abiotic,,Edaphic (AB)
"Grape, Wine",Vitis labrusca L.,Tertiary,,Agronomic,,Crop Quality (AG)
"Grape, Wine",Vitis labrusca L.,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis riparia Michx.,,Graftstock,,,
"Grape, Wine",Vitis riparia Michx.,Progenitor,Graftstock,,,
"Grape, Wine",Vitis riparia Michx.,Tertiary,,Abiotic,,Cold Tolerance (AB)
"Grape, Wine",Vitis riparia Michx.,Tertiary,,Biotic,,Disease Resistance (B)
"Grape, Wine",Vitis riparia Michx.,Tertiary,,Biotic,,Pest Resistance (B)
