,garden,crop,species,variant,latitude,longitude,country,province,IUCNRedList
188,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
189,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
190,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
191,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
192,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
193,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
194,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
195,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
196,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
197,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,Pendula', , ,NA,NA,NA
198,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,dwarf selection), , ,NA,NA,NA
199,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
200,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
201,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
202,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
203,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
204,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
205,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
206,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
207,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
208,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
209,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
210,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
211,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
212,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
213,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
214,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
215,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
216,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
217,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
218,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
219,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
220,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
221,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
222,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,glauca, , ,NA,NA,NA
223,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
224,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
225,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
226,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
227,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
228,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
229,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
230,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
231,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
232,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
233,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
234,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
235,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
236,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
237,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
238,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
239,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
240,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
241,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
242,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
243,VanDusen Botanical Garden,Douglas fir,Pseudotsuga menziesii,, , ,NA,NA,NA
244,VanDusen Botanical Garden,Oak,Quercus alba,, , ,NA,NA,NA
245,VanDusen Botanical Garden,Oak,Quercus bicolor,, , ,NA,NA,NA
246,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
247,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
248,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
249,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
250,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
251,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
252,VanDusen Botanical Garden,Oak,Quercus garryana,, , ,NA,NA,NA
253,VanDusen Botanical Garden,Oak,Quercus palustris,, , ,NA,NA,NA
254,VanDusen Botanical Garden,Oak,Quercus palustris,, , ,NA,NA,NA
255,VanDusen Botanical Garden,Oak,Quercus palustris,, , ,NA,NA,NA
256,VanDusen Botanical Garden,Oak,Quercus palustris,, , ,NA,NA,NA
257,VanDusen Botanical Garden,Oak,Quercus rubra,, , ,NA,NA,NA
258,VanDusen Botanical Garden,Oak,Quercus rubra,, , ,NA,NA,NA
259,VanDusen Botanical Garden,Oak,Quercus rubra,, , ,NA,NA,NA
260,VanDusen Botanical Garden,Oak,Quercus rubra,, , ,NA,NA,NA
261,VanDusen Botanical Garden,Oak,Quercus rubra,, , ,NA,NA,NA
262,VanDusen Botanical Garden,Oak,Quercus rubra,Aurea', , ,NA,NA,NA
263,VanDusen Botanical Garden,Currant,Ribes aureum,, , ,NA,NA,NA
264,VanDusen Botanical Garden,Currant,Ribes divaricatum,, , ,NA,NA,NA
265,VanDusen Botanical Garden,Currant,Ribes lacustre,, , ,NA,NA,NA
266,VanDusen Botanical Garden,Currant,Ribes lacustre,, , ,NA,NA,NA
267,VanDusen Botanical Garden,Currant,Ribes sanguineum,White Icicle', , ,NA,NA,NA
268,VanDusen Botanical Garden,Currant,Ribes sanguineum,Pulborough Scarlet', , ,NA,NA,NA
269,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
270,VanDusen Botanical Garden,Currant,Ribes sanguineum,Pulborough Scarlet', , ,NA,NA,NA
271,VanDusen Botanical Garden,Currant,Ribes sanguineum,White Icicle', , ,NA,NA,NA
272,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
273,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
274,VanDusen Botanical Garden,Currant,Ribes sanguineum,Diamonds and Rubies', , ,NA,NA,NA
275,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
276,VanDusen Botanical Garden,Currant,Ribes sanguineum,King Edward VII', , ,NA,NA,NA
277,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
278,VanDusen Botanical Garden,Currant,Ribes sanguineum,King Edward VII', , ,NA,NA,NA
279,VanDusen Botanical Garden,Currant,Ribes sanguineum,Elk River Red', , ,NA,NA,NA
280,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
281,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
282,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
283,VanDusen Botanical Garden,Currant,Ribes sanguineum,, , ,NA,NA,NA
284,VanDusen Botanical Garden,Currant,Ribes sanguineum,Pink Tails', , ,NA,NA,NA
285,VanDusen Botanical Garden,Currant,Ribes sanguineum,Henry Henneman', , ,NA,NA,NA
286,VanDusen Botanical Garden,Currant,Ribes sanguineum,Henry Henneman', , ,NA,NA,NA
287,VanDusen Botanical Garden,Raspberry,Rubus idaeus,Aureus', , ,NA,NA,NA
288,VanDusen Botanical Garden,Raspberry,Rubus idaeus, strigosus, , ,NA,NA,NA
289,VanDusen Botanical Garden,Raspberry,Rubus leucodermis,, , ,NA,NA,NA
290,VanDusen Botanical Garden,Raspberry,Rubus pedatus,, , ,NA,NA,NA
291,VanDusen Botanical Garden,Raspberry,Rubus pedatus,, , ,NA,NA,NA
292,VanDusen Botanical Garden,Elderberry,Sambucus canadensis,, , ,NA,NA,NA
293,VanDusen Botanical Garden,Elderberry,Sambucus racemosa,, , ,NA,NA,NA
294,VanDusen Botanical Garden,Elderberry,Sambucus racemosa,arborescens, , ,NA,NA,NA
295,VanDusen Botanical Garden,Elderberry,Sambucus racemosa,Plumosa Aurea', , ,NA,NA,NA
296,VanDusen Botanical Garden,Cedar,Thuja occidentalis,, , ,NA,NA,NA
297,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Little Gem', , ,NA,NA,NA
298,VanDusen Botanical Garden,Cedar,Thuja occidentalis,, , ,NA,NA,NA
299,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Harvest Moon', , ,NA,NA,NA
300,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Brandon', , ,NA,NA,NA
301,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Fastigiata', , ,NA,NA,NA
302,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Mastersii', , ,NA,NA,NA
303,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Golden Tuffet', , ,NA,NA,NA
304,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Fastigiata', , ,NA,NA,NA
305,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Ohlendorffii', , ,NA,NA,NA
306,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Little Gem', , ,NA,NA,NA
307,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Brandon', , ,NA,NA,NA
308,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Brandon', , ,NA,NA,NA
309,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Fastigiata', , ,NA,NA,NA
310,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Fastigiata', , ,NA,NA,NA
311,VanDusen Botanical Garden,Cedar,Thuja occidentalis,Rheingold', , ,NA,NA,NA
